"time_stamp","daytime","file_records","used_records","Tau","qc_Tau","H","qc_H","LE","qc_LE","co2_flux","qc_co2_flux","h2o_flux","qc_h2o_flux","H_strg","LE_strg","co2_strg","h2o_strg","co2_v.adv","h2o_v.adv","co2_molar_density","co2_mole_fraction","co2_mixing_ratio","co2_time_lag","co2_def_timelag","h2o_molar_density","h2o_mole_fraction","h2o_mixing_ratio","h2o_time_lag","h2o_def_timelag","sonic_temperature","air_temperature","air_pressure","air_density","air_heat_capacity","air_molar_volume","water_vapor_density","e","es","specific_humidity","RH","VPD","Tdew","u_unrot","v_unrot","w_unrot","u_rot","v_rot","w_rot","wind_speed","max_wind_speed","wind_dir","yaw","pitch","roll","u.","TKE","L","Z.L","bowen_ratio","T.","model","x_peak","x_offset","x_10.","x_30.","x_50.","x_70.","x_90.","un_Ta","Tau_scf","un_H","H_scf","un_LE","LE_scf","un_co2_flux","co2_scf","un_h2o_flux","h2o_scf","spikes","amplitude_resolution","drop_out","absolute_limits","skweness_kurtosis","skweness_kurtosis.1","discontinuities","discontinuities.1","timelag","timelag.1","attack_angle","non_steady_wind","u_spikes","v_spikes","w_spikes","ts_spikes","co2_spikes","h2o_spikes","chopper","detector","pll","sync","mean_value","u_var","v_var","w_var","ts_var","co2_var","h2o_var","w.ts_cov","w.co2_cov","w.h2o_cov","co2_mean","h2o_mean","dew.point_mean","co2_signal_strength_7500_mean","time_stamp","DOY","Ta_1_1_1","Ta_2_1_1","Ta_3_1_1","Ta_4_1_1","Ta_5_1_1","RH_1_1_1","RH_2_1_1","RH_3_1_1","RH_4_1_1","RH_5_1_1","Rg_1_1_1","Rn_1_1_1","LWin_1_1_1","LWout_1_1_1","SWin_1_1_1","SWout_1_1_1","PPFD_1_1_1","PPFD_2_1_1","PPFD_3_1_1","Prain_1_1_1","WS_1_1_1","WD_1_1_1","SWC_1_1_1","SWC_2_1_1","SWC_3_1_1","SHF_1_1_1","SHF_2_1_1","SHF_3_1_1","Ts_1_1_1","Ts_2_1_1","Ts_3_1_1","LOGGERTEMP","LOGGERVIN","SHFSENS1","SHFSENS2","SHFSENS3","H_stor","hum1","hum2","hum3","hum4","hum5","LE_stor"
"2",2014-12-01 23:30:00,"0","18000","18000",0.0034577225195114,"1",0.517141049954793,"1",-0.50696532833505,"1",-2.37204330493068,"1",-0.0115187015632692,"1",NA,NA,NA,NA,-2.59623988354338e-12,-1.82963872983549e-13,17.3656334354613,428.743103539725,443.392055583819,0,"0.0000000000000000",1223.80199545668,30.2146574497395,31.1560261060283,0,"1",300.105716206868,297.503080956353,100183.216222222,1.15976682044543,1022.5570218766,0.0246891715832384,0.0220529123359807,3027.81352149275,3038.77610889065,0.0190149536503475,99.6392433333333,10.9625873978967,297.413827501658,0.72924091718925,-0.0696668933581441,-0.0758957669734356,0.736482151024507,7.88733810319973e-15,-1.49504473487375e-16,0.736482151024507,0.944563538975389,239.457101459623,354.542898540377,-5.91493052687875,NA,0.0546021481812866,0.0155148592356502,-27.5987639715434,-0.72213378905481,-1.02007182947434,0.00798621629613358,"1",168.020032627304,75,132,217,326,519,1161,0.00323475511961009,1.06892867980936,0.464462229626621,1.04541164651839,-0.541818708919513,1.05310759191832,-2.27190219760294,1.05310759191832,-0.0123106012593331,1.05310759191832,"800000099","800000099","800000099","800000099","800000099","800100099","899999999","899999999","89999","89999","89","89",0,4,0,3,1,18,0,0,0,0,87,0.0187433270910035,0.0112295522225135,0.00105683915778337,0.00306971774094806,0.0361190349347944,3.52654427135854,0.000391644640126248,-0.00227190219760294,-0.0123106012593331,428.71371171485,33.0360834479862,25.6756658006774,84.7946488242679,2014-12-01 23:30:00,335.979,24.5035333333334,24.4137466666667,24.3474066666667,24.9942300000001,24.24851,99.6392433333333,98.2203833333333,98.83315,97.4010333333333,98.0543766666667,-0.00331102,-19.97552,424.837266666667,442.7087,-3.892428,-1.78841003333333,-3.83308333333333,-1.49005533333333,11.0296933333333,0,0.618532656666667,280.3136,0.224564633333333,0.186961166666667,0.1366474,-5.47777766666667,-12.5599033333333,-7.236707,40.18152,NA,25.8638333333334,25.72,14.2927533333333,56.3826,45.0464,62.57,NA,0.0223086481115865,0.021879571766632,0.0219335629281278,0.0224198969817567,0.0216391944565859,NA
"3",2014-12-02 00:00:00,"0","18000","18000",0.0454543677723323,"1",9.61692631228976,"1",-16.0737855961647,"1",-34.1171334404502,"1",-0.365194173441302,"1",-0.939078397534749,-1.45789942744637,2.68567401199147,-0.033123272248565,2.71356269228706e-11,1.89209287885818e-12,17.5218391837544,432.637496665396,447.421387995149,0,"0.0000000000000000",1221.74981393697,30.1666266600127,31.1049583250807,0,"1",300.001671963162,297.456572933621,100158.802444444,1.15968678849645,1022.5281921773,0.0246913290396205,0.0220159320243619,3022.26367289173,3030.32352538298,0.018984377715388,99.7340266666666,8.05985249124656,297.383230797127,0.297107347508078,-0.184923823511119,-0.0718874716261784,0.357263775132647,7.04736767588159e-14,1.54867457909497e-15,0.357263775132647,1.18186973190719,265.898719456899,328.101280543101,-11.6081228811842,NA,0.197978238566326,0.119687906846877,-70.7303319970591,-0.281774444390119,-0.598298780007644,0.0409640447615165,"1",7.56222958173948,3,6,11,18,31,86,0.0407094246539735,1.11655637874253,7.99650622223737,1.0775215139599,-15.7054705982244,1.08592320965093,-31.7120307384431,1.08592320965093,-0.356826107907884,1.08592320965093,"800000099","800000099","800000099","800000099","800000099","800000099","899999999","899999999","89999","89999","89","89",3,9,0,11,1,4,0,0,0,0,87,0.109681788018162,0.122791345038492,0.00690268063710101,0.0132556205475969,0.206073143891777,33.2872779272916,0.00674348318837674,-0.0317120307384431,-0.356826107907884,432.602305046931,33.0400621023178,25.673517499129,84.9645565897624,2014-12-02 00:00:00,336,24.3948866666667,24.2882233333334,24.2432033333334,24.9199133333333,24.1835733333334,99.7340266666666,98.46015,98.89747,97.4324633333333,98.0534466666667,-0.00993303,-22.5288533333333,423.0486,442.8911,-4.62459933333333,-1.93834333333333,-3.80924333333333,-1.488731,11.8389066666667,0,0.359300673333333,286.647266666667,0.224181066666667,0.186823533333333,0.136603066666667,-5.58583066666667,-13.0069366666667,-7.43006466666667,40.2746200000001,NA,25.8319000000001,25.8,14.2819566666667,56.3826,45.0464,62.57,-1.72255616608965,0.0221930529960926,0.0217776795497383,0.0218186921124508,0.0223334137162848,0.0215595053678334,-3.77023835272427
"4",2014-12-02 00:30:00,"0","18000","18000",0.0018618961019399,"1",0.334869425648725,"1",0.0358150277121771,"2",-3.00178363268142,"1",0.000813661605634552,"2",-1.30019532946653,-3.86771826948728,0.151681983018528,-0.0878685305672157,3.41495964746621e-11,2.36989468551484e-12,17.5292894593345,432.8574632043,447.565030303648,0,"0.0000000000000000",1216.4878715727,30.0392012653631,30.9695003185188,0,"1",299.960406605191,297.392173560248,100128.787666667,1.15964683195433,1022.4527337931,0.0246933832776547,0.0219211118213332,3008.59561268273,3018.6531612855,0.0189032653884716,99.66682,10.0575486027714,297.307667852293,0.191826974951616,-0.618957659733801,-0.045988000910972,0.649631487144832,-2.91862900445885e-15,1.94814493501772e-15,0.649631487144832,1.15626763003884,306.780778038356,287.219221961644,-4.05941543949522,NA,0.0400695853630043,0.0259485227797144,-16.83661741295,-1.18372945771582,9.34996974844917,0.00704841817694471,"1",177.508612910226,79,139,226,336,529,1156,0.00173058878646262,1.07587435935354,0.321028593483615,1.05004677940913,-0.0152323796404022,1.05780045778482,-2.85383039867653,1.05780045778482,-0.000346055923101541,1.05780045778482,"800000099","800000099","800000099","800000099","800000099","810000199","899999999","899999999","89999","89999","89","89",5,0,0,3,3,13,0,0,0,0,87,0.0220876502962317,0.0279401897581284,0.00186920550506878,0.00827865313735552,0.158021497920455,5.04249341117973,0.000270753905395767,-0.00285383039867653,-0.000346055923101541,432.826209531997,32.858991455396,25.575926053471,84.7575916807387,2014-12-02 00:30:00,336.02,24.4019333333334,24.1932,24.1302166666668,24.8077433333334,24.0835200000001,99.66682,98.5932466666667,98.95323,97.33033,98.0597466666667,-0.0105952333333333,-24.6664866666667,420.2966,442.497733333333,-5.055724,-2.59032566666667,-3.86222266666666,-1.509923,12.5421733333333,0,0.789912,328.010766666667,0.223764133333333,0.186697866666667,0.136563333333333,-3.6875707,-10.3254433333333,-6.55704233333333,40.3390566666667,NA,25.8017966666668,25.82,14.27108,58.7787666666667,48.07297,62.57,-2.03218031326414,0.0221869437576051,0.0216900259898473,0.0216916268856524,0.0221693375747087,0.0214389090580677,-5.12636419617825
"5",2014-12-02 01:00:00,"0","18000","18000",0.0127601101154049,"1",0.783004807661903,"2",1.25712715778481,"1",4.80643483344526,"1",0.0285546320777687,"1",-3.89122455838343,-8.99585399502991,20.3932834635514,-0.204333586672364,-1.46971122003168e-10,-9.45328750535261e-12,18.7352360364066,462.41744941491,478.11992045828,0,"0.0000000000000000",1205.06375891298,29.7430205147157,30.654786457186,0,"1",299.762102419535,297.199519041273,100111.294583333,1.16032725348012,1022.27708764962,0.0246816986194534,0.0217152493076777,2978.41100152261,2983.97442290248,0.0187147627900217,99.8135566666667,5.56342137987331,297.13972519905,-0.282987410138469,-0.157867349499669,-0.0464621150563359,0.327357148189031,5.79859617455273e-14,-7.84463679654587e-15,0.327357148189031,0.590403653051821,24.8446010887213,209.155398911279,-8.15959815313057,NA,0.104866546189773,0.0339494393471101,-129.048411563776,-0.154438165944805,0.622852511627893,0.00629474793468956,"1",24.007404647508,11,20,35,56,98,266,0.0113566860582367,1.12357689998398,0.79566542469771,1.08231231197263,1.01011334447941,1.09086058271529,4.35584116837316,1.09086058271529,0.0229439120218191,1.09086058271529,"800000099","800000099","800000099","800000099","800000099","800000099","899999999","899999999","89999","89999","89","89",11,2,4,6,0,3,0,0,0,0,87,0.0234786645070862,0.041897450042727,0.002522764144407,0.00307584735027936,0.0970865904569896,4.28534586447786,0.000670781947958233,0.00435584116837316,0.0229439120218191,462.384344087388,32.8398373449114,25.5631173697048,84.3269832166036,2014-12-02 01:00:00,336.041,24.3067766666667,24.1180733333334,24.0260366666667,24.7230500000001,23.9631633333335,99.8135566666667,98.7189266666667,99.0024333333333,97.37506,98.0733,-0.01125744,-23.52506,421.131666666667,441.9188,-5.265125,-2.52728533333333,-3.84897766666666,-1.48740633333333,11.7740166666667,0,0.157489756666667,328.851966666667,0.223331533333333,0.186607966666667,0.136516066666667,-5.391752,-12.8438233333333,-7.87361333333333,40.3853433333334,NA,25.7719266666667,25.92,14.28179,59.6501,48.9941,62.57,-1.90031287294448,0.0221002393141433,0.0216253676680954,0.0215745269113389,0.0220737769323894,0.0212959078020236,-4.3459940233455
"6",2014-12-02 01:30:00,"0","18000","18000",0.0164252710925597,"0",-1.51589389452054,"1",-4.60351338214723,"2",3.08318736149443,"1",-0.104546424754474,"2",-3.72128190819336,-9.06805364079661,-1.78355623880539,-0.205936750679083,1.89826348191473e-11,1.21552070701819e-12,18.6383351300557,459.833273281057,475.325801364013,0,"0.0000000000000000",1193.47406251926,29.4446408928066,30.3379303576176,0,"1",299.631033591376,297.015344646878,100091.138666667,1.16094545393097,1022.10033836318,0.0246713705957321,0.0215064029750847,2947.93817574697,2951.14774566356,0.0185249039067804,99.8912433333333,3.20956991659288,296.968662580401,-0.226850878204618,0.842138014654359,-0.0857771795488332,0.876364924674343,-6.37217506898129e-15,1.0184726632872e-15,0.876364924674343,1.56069707557577,128.923809964536,105.076190035464,-5.61701123352354,NA,0.118946143403319,0.0475516722520791,97.2524413632482,0.204930588071916,0.329290645792253,-0.0107402178629465,"1",86.618302657316,38,81,170,325,726,3326,0.016173383387716,1.01557421219824,-1.78192816379746,1.00975399589021,-4.12780731627013,1.02764072833129,3.12505775778661,1.02764072833129,-0.0937430742929899,1.02764072833129,"800000099","800000099","800000099","800000099","800000099","800001199","899999999","899999999","89999","89999","89","89",12,0,0,1,0,6,0,0,0,0,87,0.079335759710236,0.00797090325576323,0.00779668153815894,0.00678359263875771,0.180589270375004,27.0264882401916,-0.00150170575357783,0.00312505775778661,-0.0937430742929899,459.800634697809,32.5912643583086,25.4316984262996,84.0845281391144,2014-12-02 01:30:00,336.062,24.1423766666667,24.0298466666667,23.9680566666668,24.7101966666667,23.92709,99.8912433333333,98.8455533333333,99.0689833333333,97.30434,98.18145,-0.00331101333333333,-23.0728866666667,420.849866666667,441.134733333333,-5.714972,-2.92710766666667,-3.740372,-1.487407,11.81242,0,0.967266496666667,216.2219,0.2229456,0.1865246,0.136460033333333,-5.873998,-12.9746533333333,-8.21767933333333,40.69203,NA,25.7413100000001,25.91,14.28065,59.6501,48.9941,62.57,-0.944474564796967,0.0219123535967036,0.021544997820078,0.0215180909956021,0.0220417464806586,0.0212757627986842,-1.93863610827658
"7",2014-12-02 02:00:00,"0","18000","18000",0.010541420254527,"1",-1.75978179409699,"1",-2.33370711417705,"1",8.16313769294246,"1",-0.0529941144127379,"1",-1.84643288698856,-4.48289060116603,5.82484829078393,-0.10179804311123,8.15289389731638e-12,5.10081465543017e-13,18.9830041994431,468.271662993932,483.923543390054,-0.3,"-0.29999999999999999",1187.66154992504,29.2971672562589,30.1813966829055,-0.2,"0",299.550634479947,296.923970675998,100074.250444444,1.16117225010184,1022.0129668346,0.0246679428647901,0.0214016614963422,2932.6785023223,2934.97884090518,0.0184310824638336,99.9216233333333,2.30033858287351,296.882418922484,-0.21705211068111,0.648774031658132,-0.105041440299638,0.692136595684199,1.54792715281429e-14,4.29483858911835e-16,0.692136595684199,1.40801950507483,125.501957283255,108.498042716745,-8.72916863868146,NA,0.0952798883629353,0.0410647815937886,43.0524783954015,0.462923407497227,0.754071401422434,-0.0155634016774844,"1",84.5522056122632,37,80,168,325,734,3460,0.0103940316127164,1.0141801225263,-1.88316468771332,1.01030825114386,-1.93514797899315,1.03564377669629,7.99769374356265,1.03564377669629,-0.04394358348627,1.03564377669629,"800000099","800000099","800000099","800000099","800000099","800000099","899999999","899999999","89999","89999","89","89",12,12,1,4,8,13,0,0,0,0,87,0.046018793942329,0.0308013314979816,0.00530943774726658,0.00598392031179207,0.176345445950059,5.17375004710186,-0.00158684770276732,0.00799769374356265,-0.04394358348627,468.240211120605,32.3414027077357,25.2995841058095,83.7822414724562,2014-12-02 02:00:00,336.083,24.0447966666668,23.94963,23.9087833333335,24.64982,23.8764966666667,99.9216233333333,98.95882,99.11727,97.2985066666667,98.2381133333334,-0.01589286,-31.3307533333333,412.2287,440.455033333333,-6.022425,-2.91802133333333,-3.705937,-1.46091533333333,11.7925533333333,0,1.0688182,123.185533333333,0.2226703,0.1864404,0.136403433333333,-6.08137433333333,-13.32026,-8.395798,41.3219766666667,NA,25.7113,25.8,14.2794933333333,59.6501,48.9941,62.57,-1.24323478542801,0.0217980299898018,0.0214716854184743,0.0214562312105354,0.0219654103468516,0.0212269461466087,-2.74347492134246
"8",2014-12-02 02:30:00,"0","18000","18000",0.00578092959819362,"2",-0.670807250752908,"2",-4.22265285277424,"2",0.335563177003778,"1",-0.0958664725236401,"2",-4.79625644401229,-12.0953100248976,15.1679872596626,-0.274598634222313,-7.8069117758891e-12,-4.6021955366646e-13,19.88203918655,490.235796551532,506.344421506324,-0.3,"-0.29999999999999999",1172.05156956844,28.8995323576041,29.7595700141772,0,"1",299.217971429613,296.68670413208,100037.771789063,1.16185388308458,1021.77766184219,0.0246572191087507,0.0211203696454966,2891.82031497012,2893.35437145786,0.018178163324139,99.94698,1.53405648774618,296.649552024927,0.451874373440721,1.43815762544667,-0.104765015991947,1.51111333578218,3.86273805470777e-14,-3.92661522424238e-16,1.51111333578218,2.37178143598627,161.44290900746,72.5570909925404,-3.97548762802993,NA,0.0705379905128848,0.0998984263906878,45.8118397148479,0.435040376550095,0.158859199214587,-0.00801063137430694,"1",474.062059183434,209,467,1034,2104,5139,NA,0.00573902292217737,1.00730205761234,-0.920259391213372,1.00737763815122,-3.85380949088581,1.03852401042078,0.404839463555081,1.03852401042078,-0.0874926579452589,1.03852401042078,"800000099","800000099","800000099","800000099","800000099","800000099","899999999","899999999","89999","89999","89","89",1,0,1,20,21,1,0,0,0,0,86,0.122546144902015,0.0711780958852635,0.00607261199409737,0.00754640617558125,0.112688615299941,51.0142638994703,-0.000775179609507713,0.000404839463555081,-0.0874926579452589,490.199127848307,31.8113011167845,25.0156960875723,83.4515393089718,2014-12-02 02:30:00,336.104,23.8014033333334,23.77226,23.7784600000001,24.4308,23.7405366666667,99.94698,99.0612333333333,99.1678633333333,97.78783,98.3005866666667,-3.33333333204141e-09,-29.6195533333333,412.5412,439.617633333333,-5.83815066666667,-3.295126,-3.76950933333333,-1.498001,11.79388,0,1.34374883333333,170.827833333333,0.222369266666667,0.1863332,0.136352733333333,-6.42585133333333,-14.00956,-8.77553033333333,41.4928366666667,NA,25.68116,25.8,14.2817233333333,59.6501,48.9941,62.57,-3.44988719871005,0.0215042176099363,0.0212783556780083,0.0213087708766301,0.0218042443323216,0.0210769086854336,-6.75840580258998
"9",2014-12-02 03:00:00,"0","18000","18000",0.00216879417510179,"2",-0.442604227826379,"2",-1.75470702979501,"1",5.00266808598172,"1",-0.0398350168543766,"1",-1.00693071033431,-2.21259644514586,-8.62820966315769,-0.0502299330815445,-6.82472775528813e-11,-4.11804076476719e-12,19.3713981440957,477.739175389408,493.320791412515,-0.1,"-0.10000000000000001",1168.87017458111,28.8267821035857,29.6824310765336,-0.4,"0",299.118558803982,296.636881598579,100001.215516059,1.16165669251209,1021.73437789068,0.0246620905644345,0.0210630409068426,2883.48650708837,2884.6796105753,0.0181318982127962,99.95864,1.19310348693422,296.601701358433,0.329367160844988,1.33706662522926,-0.0885316678312259,1.37987961183351,2.75170455661786e-14,-3.52309508303006e-15,1.37987961183351,2.46510061194183,157.83847142869,76.1615285713097,-3.67856542276136,NA,0.0432086074308642,0.151645481282893,15.9544496961951,1.24918128669477,0.252238248500142,-0.00863037135706624,"1",1173.38903531042,518,1171,2629,5432,NA,NA,0.00215287661930642,1.00739362193478,-0.54091102251726,1.01078049536513,-1.53734772623578,1.06637466867136,4.73197144065457,1.06637466867136,-0.034900568326095,1.06637466867136,"800000099","800000099","800000099","800000099","800000099","800000099","899999999","899999999","89999","89999","89","89",6,6,0,9,5,6,0,0,0,0,86,0.225656718788497,0.0657492162612985,0.0118850275159903,0.00518306994397749,0.100809809572211,4.99640797288337,-0.00045573252687894,0.00473197144065457,-0.034900568326095,477.705396120708,31.582904384719,24.8890184262594,83.2507337820265,2014-12-02 03:00:00,336.124,23.7166066666667,23.72957,23.7417700000001,24.3849066666668,23.6703633333333,99.95864,99.18536,99.2271233333333,98.1174133333334,98.4399233333333,-0.0112574633333333,-26.3505766666667,415.525733333333,439.4782,-5.65683066666667,-3.258779,-3.76156266666666,-1.445022,11.7501633333333,0,1.30420103333333,164.3196,0.221849066666667,0.186103033333333,0.1363117,-6.77998733333333,-14.0221433333333,-9.108167,41.5656233333334,NA,25.6486600000001,25.73,14.2851733333333,59.6501,48.9941,62.57,-1.12288785630977,0.021403262250617,0.0212533536937846,0.0212770625700145,0.0218209922484883,0.0210226853164263,-0.933249815562463
"10",2014-12-02 03:30:00,"0","18000","18000",0.0121936454695361,"1",-2.47711137346956,"1",-5.19003712007829,"1",2.42811338602486,"2",-0.117812630297509,"1",-1.87192360698493,-4.45285726699845,7.13389778200696,-0.101078819828663,-1.34674573837592e-10,-7.91382718135072e-12,19.7894001476526,488.072027080937,503.966171913633,-0.1,"-0.10000000000000001",1162.87646827811,28.6803779236605,29.5272300402539,-0.3,"0",298.942347685072,296.544252310859,99965.0628962674,1.16166446956358,1021.6475942167,0.0246633057818497,0.0209550343174121,2867.80483502617,2868.61196681323,0.0180388011051802,99.9718633333334,0.807131787061527,296.511332187215,-0.117883473135849,1.02351403969591,-0.0713561462111827,1.03274837317484,8.53290971351513e-15,-6.80538939193501e-15,1.03274837317484,2.13103096301088,137.429894448945,96.5701055510549,-3.96191955170455,NA,0.102453412579087,0.097150647828211,37.9923034069366,0.524579933638907,0.477282014783007,-0.0203721695343796,"1",152.46546598621,67,146,313,614,1422,7086,0.0120775514737634,1.00961237847132,-2.76946950974694,1.00839856615928,-4.51251665923971,1.03724591382764,2.53065453810099,1.03724591382764,-0.102433074096846,1.03724591382764,"800000099","800000099","800000099","800000099","800000099","800000099","899999999","899999999","89999","89999","89","89",5,1,2,10,7,8,0,0,0,0,87,0.100852490047901,0.0718525571894604,0.0215962484190607,0.00362255932006383,0.0473480339139213,6.93055772490336,-0.00233353739685292,0.00253065453810099,-0.102433074096846,488.036967213949,31.535859585709,24.8579126896858,83.4925797988044,2014-12-02 03:30:00,336.145,23.5959766666667,23.6396933333334,23.6968633333333,24.3849200000001,23.6871333333333,99.9718633333334,99.28177,99.26286,98.0595066666667,98.5141766666667,-0.00595981666666667,-17.8717133333333,424.1383,439.415066666667,-5.848005,-3.25309933333333,-3.71918033333333,-1.45429366666667,11.70513,0,1.11983146666667,141.1467,0.221527366666667,0.186035766666667,0.136262366666667,-6.83161133333333,-13.5796233333333,-9.16447,41.5989933333335,NA,25.6157133333334,25.61,14.28279,59.6501,48.9941,62.57,-0.576493829539717,0.0212596296880518,0.0211654899980396,0.0212304203960198,0.0218081304516383,0.0210586294484065,-0.919550155551196
"11",2014-12-02 04:00:00,"0","18000","18000",0.0039970788389667,"2",-0.0688921038947974,"2",-0.857533184009824,"1",2.22390549367775,"1",-0.0194647894305389,"1",-1.08539398945606,-2.55529315663896,-5.04635766225383,-0.0580015376136216,5.25773603304526e-11,3.12736752903902e-12,19.492552618072,480.762621944266,496.399298371126,0.1,"0.10000000000000001",1159.4415492277,28.5963655001776,29.4381907628973,-0.3,"0",298.831667478773,296.490541027493,99944.4961542969,1.16167317662627,1021.59779668485,0.0246639130012423,0.0208931370750631,2858.81598324035,2859.33094874422,0.0179853830625073,99.98199,0.514965503869292,296.459336840756,-0.0145438875057352,1.01604123257266,-0.0874240822231572,1.01989915241857,-1.31229903526523e-14,2.69730503544758e-15,1.01989915241857,1.99864587782618,143.179908808887,90.820091191113,-4.91733460974183,NA,0.0586582870486589,0.0859521378825054,256.335956035788,0.0777495295947383,0.0803375369949627,-0.000989637542843547,"1",298.141535010542,130,275,564,1056,2284,9767,0.00393108372988219,1.01678801918739,-0.120512186209639,1.00969643310768,-0.803597043095234,1.02415159618401,2.1843267093232,1.02415159618401,-0.0182405153789048,1.02415159618401,"800000099","800000099","800000099","800000099","800000099","800000099","899999999","899999999","89999","89999","89","89",5,0,0,8,4,1,0,0,0,0,87,0.0862022196425428,0.0655828371187606,0.0201192190037074,0.00338324589618374,0.0338204354283248,2.64496128101386,-0.000101546990269777,0.0021843267093232,-0.0182405153789048,480.728200408935,31.4979356477526,24.8343678508865,83.5652431727515,2014-12-02 04:00:00,336.166,23.5313933333334,23.58577,23.6341333333334,24.3316,23.6349833333334,99.98199,99.34434,99.2925233333333,98.2230966666667,98.58425,-0.00794643,-20.8799533333333,420.953933333333,439.125466666667,-5.81105066666667,-3.102597,-3.721828,-1.44767133333333,11.62303,0,1.04491743333333,148.6556,0.2211569,0.1858384,0.1362162,-6.785208,-13.4016266666667,-9.176006,41.55017,NA,25.5853100000001,25.57,14.2847,59.6501,48.9941,62.57,-1.11861462160289,0.0211837174273805,0.0211139078648728,0.0211610840062043,0.0217786781445997,0.0210111544033545,-1.89436892942279
