TIMESTAMP,LOGGERPWR_1_1_1,LOGGERTEMP_1_1_1,RH_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PA_1_1_1,PPFD_1_1_1,PPFD_2_1_1,PPFD_3_1_1,P_RAIN_1_1_1,SW_IN_1_1_1,RH_2_1_1,RH_3_1_1,RH_4_1_1,RH_5_1_1,RH_6_1_1,NETRAD_1_1_1,G_1_1_1,SHF1SENS_1_1_1,G_2_1_1,SHF2SENS_1_1_1,G_2_1_1,SHF3SENS_1_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,TA_2_1_1,TA_3_1_1,TA_4_1_1,TA_5_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,WD_1_1_1,WS_1_1_1
[yyyymmddHHMMSS],[OTHER],[C],[%],[W m-2],[W m-2],[kPa],[umolPhoton m-2s-1],[umolPhoton m-2s-1],[umolPhoton m-2s-1],[mm],[W m-2],[%],[%],[%],[%],[%],[W m-2],[W m-2],[OTHER],[W m-2],[OTHER],[W m-2],[OTHER],[%],[%],[%],[W m-2],[W m-2],[deg C],[deg C],[deg C],[deg C],[deg C],[deg C],[deg C],[deg C],[Decimal degrees],[m s-1]
20150701043000,-9999.,27.986666666666668,12.005190000000001,434.95116666666667,450.09550000000002,103.13730000000001,0.56546370000000001,4.3873080000000000,0.67537809999999998,0.0000000000000000,2.1823986666666664,96.860156666666668,96.717799999999997,65.385779999999997,66.125209999999996,66.510843333333341,-16.140713666666667,-8.3457993333333338,61.229999999999997,-8.6199420000000000,63.880000000000003,-5.3379440000000002,63.060000000000002,26.015280000000001,48.240003333333334,31.213056666666667,-3.8517100000000002,-2.8553916666666668,25.290603333333308,25.237810000000025,54.501493333333315,50.485803333333308,47.261989999999969,28.704999999999984,29.100833333333355,30.107500000000016,57.487970939300538,2.2682233333333333
20150701050000,-9999.,27.853333333333335,12.004780000000000,425.16176666666667,450.06880000000001,103.12519999999999,0.55354526666666670,4.4614686666666667,0.69391780000000003,0.0000000000000000,2.2049113333333334,96.979656666666671,96.784793333333340,65.499873333333326,66.284253333333339,66.539273333333327,-25.993240000000000,-8.1888086666666666,61.229999999999997,-8.7379826666666673,63.880000000000003,-5.6255973333333333,63.060000000000002,25.947773333333334,48.299163333333333,31.241119999999999,-4.7300543333333334,-3.6437563333333332,25.338523333333342,25.368506666666690,55.189176666666640,51.418319999999994,48.842846666666674,28.631666666666661,28.948333333333323,30.097500000000025,39.800193859025086,3.0474126666666668
20150701053000,-9999.,27.800000000000001,12.005136666666667,419.64436666666666,450.16840000000002,103.13246666666666,0.58532773333333332,4.3952523333333335,0.70583623333333334,0.0000000000000000,2.1883580000000000,96.832466666666662,96.019130000000004,65.864166666666662,66.035146666666662,66.338843333333330,-32.033533333333331,-8.0676079999999999,61.229999999999997,-8.7943586666666658,63.880000000000003,-5.8619126666666670,63.060000000000002,25.856663333333334,48.298883333333329,31.207220000000003,-5.0837190000000003,-3.5742409999999998,25.627706666666654,25.831083333333311,54.919256666666683,53.405236666666667,52.408299999999997,28.541666666666686,28.880833333333328,30.089166666666699,27.688320862450869,3.3072620000000001
20150701060000,-9999.,27.800000000000001,12.005110000000000,413.96833333333336,449.42169999999999,103.16380000000001,0.54162679999999996,4.4310100000000006,0.71245753333333339,0.0000000000000000,2.2022636666666666,96.780553333333330,96.574086666666673,65.891919999999999,66.168210000000002,66.214269999999999,-37.304253333333335,-7.8443396666666665,61.229999999999997,-8.7557046666666665,63.880000000000003,-6.0474176666666670,63.060000000000002,25.863049999999998,48.233060000000002,31.200550000000000,-4.7864440000000004,-2.9354393333333335,25.441759999999988,25.617683333333332,55.767753333333303,54.287269999999978,53.421986666666669,28.514166666666654,28.878333333333330,30.067499999999995,30.590418389638192,2.4737550000000001
20150701063000,-9999.,27.620000000000001,12.005343333333332,415.41786666666667,449.11899999999997,103.18406666666667,0.53235686666666671,4.3369860000000005,0.65683823333333335,0.0000000000000000,2.1559133333333333,97.623829999999998,97.508956666666663,65.784679999999994,66.089013333333327,66.308503333333334,-35.700573333333331,-7.8629359999999995,61.229999999999997,-8.6967353333333328,63.880000000000003,-6.1665749999999999,63.060000000000002,25.905560000000001,48.225549999999998,31.178610000000003,-4.5915283333333337,-2.5920746666666665,25.253673333333325,25.477739999999983,56.050430000000006,54.079456666666658,52.954816666666659,28.476666666666688,28.862500000000011,30.069166666666661,21.140465056548766,2.7376006666666668
20150701070000,-9999.,27.500000000000000,12.005073333333334,416.18546666666668,448.58866666666665,103.19860000000001,1.0011484333333334,5.0891719999999996,1.3759174333333333,0.0000000000000000,2.5326670000000000,98.031333333333336,97.749306666666669,65.680423333333337,65.889426666666665,66.116743333333332,-34.425980000000003,-7.9675950000000002,61.229999999999997,-8.7660673333333339,63.880000000000003,-6.3158566666666669,63.060000000000002,25.927226666666662,48.235273333333332,31.184726666666666,-4.0386576666666665,-2.0159416666666665,25.227096666666682,25.368006666666645,56.385289999999998,54.439643333333322,53.045793333333336,28.412500000000023,28.800833333333344,30.027499999999975,357.55110322104929,2.5235259999999999
20150701073000,-9999.,27.460000000000001,12.005240000000001,420.17660000000001,449.80163333333331,103.23970000000000,14.703376666666667,26.784698333333331,24.381144333333332,0.0000000000000000,13.998207666666666,98.411026666666672,97.653206666666662,65.807183333333327,66.142573333333331,66.270880000000005,-21.484530333333332,-7.9751653333333339,61.229999999999997,-8.8113560000000000,63.880000000000003,-6.4493950000000000,63.060000000000002,25.931396666666668,48.252220000000001,31.178056666666670,6.9556353933333330,-1.1849177333333334,25.299283333333335,25.621719999999982,55.869776666666667,53.428213333333304,52.179006666666680,28.416666666666686,28.688333333333333,29.954999999999984,33.883337111324579,3.2076379999999998
20150701080000,-9999.,27.520000000000000,12.005420000000001,421.07313333333332,452.58426666666668,103.33870000000000,62.945239999999998,101.35433999999999,103.93406666666667,0.0000000000000000,51.006273333333333,93.597489999999993,92.342399999999998,66.309120000000007,66.286163333333334,66.425826666666666,7.8694589666666666,-7.2550840000000001,61.229999999999997,-8.6514480000000002,63.880000000000003,-6.5733800000000002,63.060000000000002,25.887493333333332,48.290280000000003,31.154163333333333,45.920203333333333,6.5396966666666669,24.131829666666647,24.356440000000021,54.365330000000029,52.983906666666655,52.008056666666675,28.385833333333323,28.609166666666681,29.907500000000027,32.111592798486619,2.7909056666666667
20150701083000,-9999.,27.800000000000001,12.037253333333334,419.00303333333335,454.43220000000002,103.38213333333333,81.247973333333334,125.51183333333333,135.23060000000001,0.0000000000000000,61.580593333333333,94.304860000000005,94.134370000000004,66.437730000000002,66.574876666666668,66.768609999999995,14.022189666666666,-5.8491960000000001,61.229999999999997,-8.0170973333333340,63.880000000000003,-6.6182063333333332,63.060000000000002,25.873059999999999,48.130003333333335,31.111953333333336,59.713776666666668,10.262447333333332,26.791449999999998,26.772640000000024,53.298546666666653,52.286956666666640,51.318403333333322,28.395833333333314,28.568333333333328,29.844166666666695,33.636158706704911,2.1899039999999999
20150701090000,-9999.,27.940000000000001,12.039820000000001,420.54180000000002,455.88630000000001,103.42046666666666,144.70826666666667,191.54393333333334,208.33826666666667,0.0000000000000000,94.870796666666664,93.577083333333334,93.794986666666659,66.608756666666665,66.659563333333338,66.794209999999993,41.438273333333335,-4.5876493333333332,61.229999999999997,-7.1357856666666670,63.880000000000003,-6.5001020000000000,63.060000000000002,25.944720000000000,48.231383333333333,31.134996666666670,94.142586666666674,17.359850000000002,27.076219999999978,27.012973333333321,53.187553333333312,52.464290000000005,51.419446666666659,28.431666666666672,28.466666666666640,29.825833333333321,50.190551709759852,2.1580106666666667
