Sitename:Pekan
Location: Latitude:    3.4383266 - Longitude:  103.3899384 - Elevation (masl):    35.
Principal investigator: 
Ecosystem type: 
File creation date: 2015-08-10T10:20
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2015,0,198.08331999999999,198,200,9.9185547370576332E-002,24.174572483680720,265.63639390089838,2.0298180938807842,18.799735951885655,5.7241404472326058,13.075595504653048,-2.9765499588311166,-14.106904820144219,5.1651198582055011,-4.6582960425761177,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008120000000000,100.50967300279329,432.01339832028793,2.6470139910263826,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5930587630168880,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.96424317822706340
 2015,0,198.10415000000000,198,230,9.9021173538732035E-002,24.022595361890751,245.84709938786352,1.6419145984355177,2.8095668251583845,-2.1221907751412310,4.9317576002996155,0.76795897098959809,-3.1694183222192507,-2.1339881052006455,-0.99824572884314222,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008173333333334,100.48475463687151,438.91106720340207,2.6229877463305904,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5613464214096364,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.25006522389321062
 2015,0,198.12497999999999,198,300,0.10061879787429559,24.302585354597170,229.33369236648559,1.8825542402488276,-8.1649130970098636,4.5282440430138635,-12.693157140023727,-3.7809445038368938,5.8317066725890552,4.3396161740914954,1.9336201873283443,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008176666666667,100.45078755586593,421.13539290923939,2.6673974145571475,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6228691801459285,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.1737068369537278
 2015,0,198.14581000000001,198,330,8.7564388511590430E-002,23.898422086918060,261.30918511544746,2.2556060511432898,22.846173151598723,-0.50022813020579604,23.346401281804518,0.36076745411934602,-8.4286795345218515,0.97225285085927571,-2.7237952320369825,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008253333333334,100.44382579608938,453.78785958652122,2.6034974778581015,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5363507909290774,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.16993147569955344
 2015,0,198.16664000000000,198,400,4.2378448724663016E-002,23.726943637272484,269.46949292197405,1.9455741097473167,2.8414620087757876,0.95728726482094073,1.8841747439548469,-0.32958169448715008,-3.5775460497813096,-0.23576290923105486,-1.1229224561872140,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008369999999999,100.42688004189944,456.42200491320682,2.5767898702212997,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5007028857136349,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.3696631869956202
 2015,0,198.18746999999999,198,430,3.5782316433265036E-002,23.884077173741900,257.30426056522674,1.7789453813742202,-3.5389320690177892,0.29204253955191978,-3.8309746085697092,-0.30545494121101491,3.2764306201914919,5.5692537928005187E-002,1.0495428839258254,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008250000000000,100.42272347213402,451.06310555677697,2.6012544346102922,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5340454036968514,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.1088044978174794
 2015,0,198.20830000000001,198,500,9.7627687653172299E-002,24.158555736435176,253.75718042033407,2.3253118095312875,3.6420339664392887,7.6185776785534216,-3.9765437121141329,-3.7440839970203661,5.7176712975585380,-1.6228007242027991,1.8530415467091124,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008260000000000,100.41634459497206,445.49508547910023,2.6444688246112089,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5929877881664050,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.2727216292144814
 2015,0,198.22913000000000,198,530,4.1492810077949950E-002,23.973654872105726,271.02566988939105,1.9134971665375964,7.1323838407872469,1.2075132938198263,5.9248705469674201,-1.7056091330195353,-3.8542008223366331,-1.9847259518424560,-1.2532894694828829,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008170000000000,100.42084162011174,453.78565335472257,2.6152919192488717,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5531563106142938,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.5519465228475235
 2015,0,198.24995999999999,198,600,6.8813639872114293E-002,24.114007585408274,260.03141567811917,2.0320769212086756,0.74921850365573528,4.0521134232681018,-3.3028949196123665,-1.6434406832687569,2.9247819510174353,-0.33208829371382220,0.91929684133401790,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007569999999999,100.43903372905028,449.16262460482415,2.6374334163125663,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5823854715150563,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.5950287081580645
 2015,0,198.27079000000001,198,630,4.8376830833281349E-002,24.007615659916155,269.38791334749959,2.1651390354224493,0.66107086937107828,0.77654941176952197,-0.11547854239844370,-0.38961534604337772,-2.2181894810783542,-0.51706996789038961,-0.73578681626219333,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007400000000001,100.45400399441341,449.00107237882742,2.6206531134142237,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5590053063635874,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.0882246300875227
 2015,0,198.29161999999999,198,700,5.2459147861284833E-002,23.844543052971687,276.27511821702399,2.8518965499697617,9.6660677340437342,-0.22013010003702987,9.8861978340807646,-0.41683064353555288,-3.4028772817985331,0.23969009679718417,-1.1291954454661819,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007390000000001,100.48670215083798,462.81958250715377,2.5951064995625779,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5231613229396661,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.91283901515286547
 2015,0,198.31245000000001,198,730,5.1464695865602032E-002,24.036752230681429,266.45901124081138,2.4699601482466411,3.9654961986650550,6.4677246278450955,-2.5022284291800405,-1.4841362257433761,4.0095136493987251,0.69207823704376537,1.2540104763527198,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007283333333334,100.51637210893855,459.32084280650434,2.6252441591497107,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5629887304925996,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.4414953222729534
 2015,0,198.33328000000000,198,800,0.14917532074713505,24.349514143959823,259.23666576611424,2.1357657749987169,34.548015030509006,29.102063014044138,5.4459520164648687,-14.481470107355236,6.5191534200687435,-14.523154087008466,2.0891250514749156,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006926666666667,100.54141882681564,466.94175722933812,2.6749427264550301,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6294128322068957,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.3785983130376946
 2015,0,198.35410999999999,198,830,0.21930456783361080,24.932697184472033,258.51632184053653,1.5083974700365212,7.8681092813264719,21.274935824461071,-13.406826543134599,3.8982433026603136,12.135140625907638,43.847509699339795,4.3151130210728939,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037810000000000,100.56375449720670,448.14801468032732,2.7688149058055456,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7669288448922358,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.11677677184530549
 2015,0,198.37494000000001,198,900,0.21945627497482828,26.040439902363971,235.08796269063265,1.0576939880981908,12.325970869107998,21.248788734423574,-8.9228178653155759,-0.56876617972059151,22.967992428793480,10.086370275797341,8.0108304509513406,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039876666666666,100.56922668994413,435.59417522356813,2.9569370616060060,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0234323101593956,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.7000902387229250E-002
 2015,0,198.39577000000000,198,930,0.17459195591087762,27.207782980636409,217.35759013218208,1.0865427800678311,-10.541904003864598,2.5496622236383439,-13.091566227502943,15.489277475121677,24.111645125419102,-0.34279650672455009,8.8978504539149927,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.040493333333334,100.56938594972067,417.10333768357566,3.1671983066472507,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3097737884798679,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.91940225727939839
 2015,0,198.41659999999999,198,1000,0.30264589098553840,28.134160148577905,190.80268849340925,1.9682281047947550,-12.311411395810101,-1.7569834493257988,-10.554427946484303,33.276462115616511,19.080156361530033,57.628825293452842,7.3905027109285406,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.040470000000001,100.58665611731843,402.15260529545901,3.3432276642082228,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5485151082076385,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.37913868930297179
 2015,0,198.43743000000001,198,1030,0.37910805484816695,29.062418561540994,179.84234752749907,2.1872488894971749,-10.336613449035543,-4.1421888712669857,-6.1944245777685571,56.369503780029483,19.062172361160837,129.88887414275655,7.7441721238369583,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.040003333333333,100.59029294692738,393.35126123904678,3.5281133502789706,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7996700186987891,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.32672291563266848
 2015,0,198.45826000000000,198,1100,0.48840360788619702,30.011582586192446,157.79181345584578,2.4928771277466217,-16.768220342382055,-11.910479471198121,-4.8577408711839336,105.95304026652327,19.429424691047629,236.25969582274416,8.2894887129146220,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039406666666666,100.57766765363129,386.42659732301854,3.7263022787027653,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0696383166536831,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.28721602942127983
 2015,0,198.47909000000001,198,1130,0.40804229743784287,30.447573666705694,148.73762615747265,3.1900726792333280,-4.0245780390497004,-1.9613233448201268,-2.0632546942295735,49.926409848373652,8.9111702758531592,176.00605945019421,3.9423274978090488,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039016666666667,100.56555629888268,383.48086277746654,3.8205412598788548,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1982850975165089,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.23209676795477935
 2015,0,198.49992000000000,198,1200,0.57762904190857223,30.394388169443175,143.54908436452644,3.7061203588483016,-10.095513216069952,-7.5317412529878576,-2.5637719630820937,44.569066807218100,-1.0872077520669483,199.66086708721113,-0.48631982681073527,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038500000000001,100.56275970670391,379.82107290085889,3.8089598915630352,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1824185789184893,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.3038398192834073E-002
 2015,0,198.52074999999999,198,1230,0.57815558744239626,30.534279440894750,130.80875565237784,4.4633856140940402,-13.233808363791189,-12.854861126657486,-0.37894723713370271,77.406408044337226,2.8577089928259563,321.43020464593241,1.3117010231845974,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038616666666666,100.54036514986453,379.27975508172727,3.8395416166847256,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2252488331644447,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.12652363692117516
 2015,0,198.54158000000001,198,1300,0.62987380514677416,30.866687675774415,127.90710759070123,4.2508375727244356,-18.803132276025920,-18.803511027989781,3.7875196386131149E-004,155.71442105915168,6.7808528468436897,409.17522841343259,3.1086124422914252,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038050000000000,100.50532736033519,379.28029690161770,3.9131043961599228,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3269321725813983,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.19687636169781109
 2015,0,198.56241000000000,198,1330,0.53800875124472936,30.892006039014348,127.97469211423723,4.6683668733695125,-12.497878927898054,-13.731868643316542,1.2339897154184873,138.12425451468775,0.51622282145757170,358.58364511677775,0.29749608519884119,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037786666666667,100.46464485041481,381.04643063283925,3.9187670762721325,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3366683214730388,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.28031854401675821
 2015,0,198.58323999999999,198,1400,0.52863461824445979,30.998984515653603,123.83799388195442,4.2500001450974576,-14.122032644782470,-14.243775368587745,0.12174272380527451,128.30586999820923,2.1794284194000859,387.01068804470026,1.0716807436084113,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037626666666666,100.41688441340783,381.22081772916709,3.9427297931542475,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3717738923127527,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.27458269434378224
 2015,0,198.60407000000001,198,1430,0.39857943068578855,31.195756785216929,121.80610048711277,4.1623058831918112,-9.3374505432773809,-9.8819130247927127,0.54446248151533139,106.56067913494296,4.0045886802888573,210.33618289435617,1.9097088914932072,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037443333333334,100.37564688547486,382.00154355729779,3.9871334912064462,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4344093866331429,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.53218920256941238
 2015,0,198.62490000000000,198,1500,0.63699192757879974,31.162123836751732,122.69464078971080,4.3890362469260236,-5.5956093580471871,-6.2904303786684377,0.69482102062125040,161.42517958995481,-0.68421595794221879,507.42309664712940,-0.23911911719378059,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037179999999999,100.32648934357540,382.99825233896661,3.9795265621582283,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4265639319771264,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.19757688448602909
 2015,0,198.64572999999999,198,1530,0.57451355595576137,30.947333010028785,110.97073019084854,4.6944477726353036,-8.7011783792868371,-9.3171009708748294,0.61592259158799190,140.52784080362773,-4.3709735343910516,330.84465845801020,-1.9542498903262333,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036780000000000,100.28837706703911,383.88149461544918,3.9311855225473935,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3624797001512610,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.23450571034013498
 2015,0,198.66656000000000,198,1600,0.44674962429312359,30.764871087953395,115.38760070531659,5.1229839395885586,-7.2292629709126208,-7.0955343386542458,-0.13372863225837492,81.079348227297018,-3.7140050641774529,161.67578991656831,-1.6383134489845130,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036773333333333,100.25452927374302,383.68977609576314,3.8905072651501751,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3087794076778625,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.28781967363149863
 2015,0,198.68738999999999,198,1630,0.48489540257279418,30.463350667260841,119.19005368529560,5.3049387996292046,-4.6639619984570331,-4.8330072507764887,0.16904525231945577,80.850685923291294,-6.1422775413345629,256.02527090933523,-2.7384734330375187,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036846666666667,100.23646916201118,383.93192907228575,3.8240836465368124,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2191175955151126,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.22449597563884577
 2015,0,198.70822000000001,198,1700,0.53386575529793112,30.241809677891183,116.71917174080249,5.0652493585225304,-6.0489119743869955,-4.7393413078320794,-1.3095706665549161,90.792482516694861,-4.5160921254466393,217.46530963406857,-2.0040149968466823,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036920000000000,100.23337048882681,382.05731360347761,3.7759085313194869,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1535631025759043,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.18890346144772893
 2015,0,198.72905000000000,198,1730,0.57681471127662254,29.767855333722423,121.91474503228434,4.9953704941543062,-1.8318297491022408,-1.3919164654546727,-0.43991328364756810,77.717949843815433,-9.6777589535005397,153.77579125759070,-4.2562170935900747,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037136666666667,100.24876822625698,381.42866976032326,3.6746106766881428,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0146386278647386,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.12819379756508142
 2015,0,198.74987999999999,198,1800,0.62165519135770542,29.506508067040443,118.63310375292892,5.0670130116764431,-0.24556284562273095,0.42671286143869563,-0.67227570706142659,54.426640749174311,-5.3409624446870740,116.38210225933020,-2.2891002873064803,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037540000000000,100.24810512569832,380.46879839247521,3.6197587318970506,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.9400045561790895,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.1718013430030716E-002
 2015,0,198.77071000000001,198,1830,0.53081349629376617,29.365856957462199,122.48841069565998,4.8600707958187508,2.6278309569779155,3.6688667359405529,-1.0410357789626374,19.554410495710794,-2.8756765765078880,72.316411873060929,-1.6094591808236580,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006626666666667,100.24786723463687,378.98310073310836,3.5918051998916893,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8875610307201320,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.1389533315805770E-002
