file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,vin_sf_mean,co2_mean,h2o_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean
2015-07-06T053000_AIU-1380.ghg,2015-07-06,06:00,187.249,0,36000,36000,1.5159284755768242E-003,2,-1.9913803071578073,1,1.5646172539452612,1,3.4610188768173500,1,3.5619849527403456E-002,1,1.9970215273365215E-002,1,-1.5206323789307836,-0.58301018890360212,2.9965706921813160,-1.3272725421712565E-002,3.0304905314379085E-002,-2.9636507469558885E-011,-2.8313383323869251E-013,-1.3569609796823301E-013,17.301994962348139,429.18969055826324,442.06943146783323,-0.14999999999999999,0,165.29546072181259,4.1002848395380793,4.1171663944872510,0.0000000000000000,1,7.9220306436857374E-002,1.9577381750677481,2.0164887951743231,-0.34999999999999998,0,301.81122473398847,299.53870840658686,100394.48884078213,1.1658445022979562,1007.9327370970917,2.4805792135083118E-002,2.3081662493757440E-003,2.9786242532423768E-003,411.75642024905483,3429.4877788236686,2.5549069771923375E-003,12.006353333333333,3017.7313585746138,267.84602532957643,-1.9322321512649165,-7.6065792139548657E-002,1.1287236688233459E-002,1.9337617466554242,1.8662543435186991E-014,-1.7128953935111287E-015,1.9337617466554242,2.9492692622845564,189.74561273494382,182.25438726505615,0.33443349367776959,-9999.0,3.6059445234789753E-002,5.9777950526957474E-002,2.0581932992065219,13.434112340497697,-1.2727587543448353,-4.6996226364587272E-002,1,5277.0531581875939,2299.0000000000000,4871.0000000000000,-9999.0,-9999.0,-9999.0,-9999.0,1.4895081609748249E-003,1.0177376098327036,-1.8484144373133988,1.0350853852487636,1.2235399886577205,1.3070912166808966,2.7110697093384406,1.3070912166808966,2.7854933963468671E-002,1.3070912166808966,1.2833987979480776E-002,1.6007912136149571,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,22,15,2,16,6,26,0,0,0,0,0,0,0,0,0,0,0,200,0,36000,0,0,30,36000,36000,36000,36000,100,6.2818026508206434E-002,4.8274833828530650E-002,8.4630407171778707E-003,1.2784487507331521E-002,5.2373469777703706E-002,12.931180549832005,2.3358053070350168E-006,-1.5729943831079680E-003,2.7110697093384404E-003,2.7854933963468671E-002,1.2833987979480776E-005,299.12477418687615,100321.66955555555,11.748535736242932,428.87759795930810,29.113958999474878,98.098816259596063,1.9541694031904064,44.421434423711517
2015-07-06T060000_AIU-1380.ghg,2015-07-06,06:30,187.270,0,36000,36000,2.8810022273270289E-003,2,-0.95288365270358311,1,-0.11213169670501857,2,0.85938522384197946,1,-2.5523566521594224E-003,2,7.6352691304654098E-004,2,-3.4792851934500231,-1.2835071140184457,3.2086382197678689,-2.9215360302421098E-002,-6.5916567040011842E-003,2.3187020877397612E-011,2.1700566921779919E-013,1.0456244060339285E-013,17.497739390196166,433.71355106591841,446.71579096711093,-0.20000000000000001,0,163.76009088211646,4.0590940895573597,4.0756374855862818,-0.25000000000000000,0,7.8906485889461947E-002,1.9484636454637576,2.0068763736222590,-0.50000000000000000,0,301.57243503528179,299.37055130772080,100414.87445530726,1.1667544240378751,1007.9054841033449,2.4786833395685638E-002,-1.6539271105993057E-004,2.9509568882570042E-003,407.70275602627942,3395.6317886256079,2.5292013704515514E-003,12.006683333333333,2987.9290325993284,267.71582250444044,-1.7844195949452015,0.18891249021781020,2.9125077958990279E-002,1.7946279530729294,-9.0964360019052946E-015,1.3251438005979847E-015,1.7946279530729294,2.8425468493346449,198.04326483422835,173.95673516577165,0.92989597292055381,-9999.0,4.9691495675672069E-002,7.8075102623715920E-002,11.257645417756827,2.4561086243120882,8.4978973894447076,-1.6306416954227586E-002,1,2429.5323212894145,1068.0000000000000,2385.0000000000000,5257.0000000000000,-9999.0,-9999.0,-9999.0,2.8613027911167138E-003,1.0068847785950772,-0.94932471896048320,1.0107680503423868,-8.4422317745458109E-002,1.0921725465998020,0.83123552188889294,1.0921725465998020,-1.9216320685415313E-003,1.0921725465998020,8.9519476456172674E-004,1.1829700094605275,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,26,8,1,15,8,11,0,0,0,0,0,0,0,0,0,0,0,200,0,36000,0,0,30,36000,36000,36000,36000,100,7.5947471185137838E-002,6.5704677399422609E-002,1.4498056662871397E-002,3.0219411960656216E-002,2.8340959854992787E-002,3.4683570383034810,9.6106273534935813E-007,-8.0726388721768757E-004,8.3123552188889293E-004,-1.9216320685415313E-003,8.9519476456172671E-007,298.86828928120923,100339.22161111110,11.755389536009895,433.28138048723071,29.077374579906454,97.993332692676105,1.9457572371777536,44.048705084006045
2015-07-06T063000_AIU-1380.ghg,2015-07-06,07:00,187.291,0,36000,36000,7.6871455788404281E-003,1,-2.3238805358421577,1,-0.67148057422896501,2,2.2661949752182475,1,-1.5279127678840373E-002,2,3.5364745080147192E-003,1,-7.2579562609772053,-2.6345822430935564,9.2640783673012841,-5.9948299351555101E-002,-3.1000654876482434E-002,-1.4665014536346759E-010,-1.3047152885252484E-012,-6.2777145422945888E-013,18.049956183145515,446.75614607958835,460.11194239619198,-0.29999999999999999,0,160.58663788564786,3.9746948261659432,3.9905560687258328,-0.20000000000000001,0,7.7267207705707663E-002,1.9049082947400904,1.9618556191577046,-1.1000000000000001,0,301.16118562571205,299.02026505965767,100442.20967877095,1.1684765504563532,1007.8495345540620,2.4751093107735923E-002,-9.9008747358885602E-004,2.8937712642808297E-003,399.33421959064714,3326.0408396150615,2.4765334513137259E-003,12.006293333333334,2926.7066200244140,267.44334834217238,-1.7171263595272690,0.23339683055657029,2.8662926965326858E-002,1.7331527856711244,1.0766489406158106E-014,-8.1246815158701008E-015,1.7331527856711244,3.1106864120734903,199.74037440236054,172.25962559763946,0.94760232798340294,-9999.0,8.1109654658683278E-002,8.8294551772254787E-002,20.077945330076041,1.3771329458986670,3.4608306256820298,-2.4329072095252213E-002,1,876.77387670339010,385.00000000000000,855.00000000000000,1870.0000000000000,3753.0000000000000,8990.0000000000000,-9999.0,7.6377277310549574E-003,1.0064702290426690,-2.3454972570360990,1.0080276440900680,-0.58546731910986061,1.0628045574612948,2.2507800176381161,1.0628045574612948,-1.3321948934620527E-002,1.0628045574612948,3.7971158686256890E-003,1.1253256230855835,800000009,800000009,800000009,800000009,800000019,800000119,899999999,899999999,89999,89999,89,89,19,18,3,21,4,5,0,0,0,0,0,0,0,0,0,0,0,200,0,36000,0,0,30,36000,36000,36000,36000,100,0.11125883043971849,5.0729857663898141E-002,1.4600415440892967E-002,1.4257745379140159E-002,4.0671267427646575E-002,2.0069731823771195,7.8578693463735629E-007,-1.9916784697657677E-003,2.2507800176381162E-003,-1.3321948934620527E-002,3.7971158686256888E-006,298.43706391567650,100364.83672222222,11.756049240403705,446.19683283275913,28.990989283455740,97.792593152364077,1.9024147294693530,41.282526505470528
2015-07-06T070000_AIU-1380.ghg,2015-07-06,07:30,187.312,1,36000,36000,2.7398365811484665E-002,1,-3.2596303208354889,1,-9.3846070516394047,1,0.84462341310652200,2,-0.21348897514148896,1,2.6354080203330986E-003,1,-5.1978331937123663,-1.8574007449080630,0.43207687883550128,-4.2253722428174503E-002,1.7174571059957312E-003,-1.6291371893288230E-011,-1.4258002648406107E-013,-6.9737853476413298E-014,18.094030645366111,447.36379670074717,460.62537348679160,-0.14999999999999999,0,158.35666790484146,3.9152713718284851,3.9306609762210467,-0.20000000000000001,0,7.7454425950716277E-002,1.9073186867347789,1.9638589195523006,-0.29999999999999999,0,301.02211933686999,298.76967176895567,100466.44062849162,1.1697650572429585,1007.8100773067849,2.4724385929749557E-002,-1.3834085589168484E-002,2.8535872045381905E-003,393.45889170212075,3277.0217355631125,2.4394532789890852E-003,12.006600000000001,2883.5628438609920,267.24900385091928,-1.9236555008773271,0.70581776456181866,4.2295504145842419E-002,2.0494921596576066,-1.2617193865928201E-013,-9.0037273687609560E-016,2.0494921596576066,3.4492039717417855,212.14883693580842,159.85116306419158,1.1825007061243824,-9999.0,0.15304283704712676,0.22951249358111220,96.173107886647969,0.28750240693676016,0.34733796555350299,-1.8066665353840824E-002,1,311.25913747874438,136.00000000000000,300.00000000000000,646.00000000000000,1277.0000000000000,2989.0000000000000,-9999.0,2.7171833966165033E-002,1.0083370097727564,-3.8164078396898122,1.0060650696486588,-9.0134628915343686,1.0299521310263937,1.0753900517665065,1.0299521310263937,-0.20504587401487001,1.0299521310263937,3.9619896652674036E-003,1.0571486103466063,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,13,9,3,6,2,13,0,0,0,0,0,0,0,0,0,0,0,200,0,36000,6000,0,30,36000,36000,36000,36000,100,0.17883678017901952,0.25467122160301520,2.5516985380189663E-002,2.3543889504341827E-002,6.5766873712566745E-002,32.166101007255136,2.1300700313016896E-007,-3.2372589372198514E-003,1.0753900517665065E-003,-0.20504587401487001,3.9619896652674037E-006,298.36520563337535,100391.50241666667,11.758579331265556,447.06057029385005,28.770817804177632,97.774567497465341,1.9044698063366945,42.389362245811824
2015-07-06T073000_AIU-1380.ghg,2015-07-06,08:00,187.333,1,36000,36000,1.4013175810450199E-002,1,-3.2690514442738605,1,4.0910219651456270,1,6.4349900606484844,1,9.3053750575950278E-002,1,1.6896402644944876E-003,1,-2.8184481600122044,-1.0147807771262916,3.5426866372291457,-2.3082046033604604E-002,6.2027765128875416E-003,-4.6177620148320025E-012,-3.9638106296159830E-014,-1.9637076347295236E-014,18.308486608813983,452.34248662124634,465.42859223881055,-5.0000000000000003E-002,0,157.15702454804600,3.8828331796597624,3.8979683404653849,0.0000000000000000,0,7.7857011293768971E-002,1.9160178469849238,1.9714475548995307,-0.59999999999999998,0,300.80487913004561,298.63388717480882,100492.62092178770,1.1706162772226147,1007.7885870845369,2.4706710952476094E-002,6.0298830373215779E-003,2.8319696308783441E-003,390.30074879474114,3250.7246622454509,2.4192125856966804E-003,12.006576666666668,2860.4239134507097,267.14347059743318,-1.3810620584537998,1.5060318612285271,0.10784051999166479,2.0462389777560559,2.2663645555681070E-014,-2.5221975543346889E-016,2.0462389777560559,3.4102739908588555,239.47853916678102,132.52146083321895,3.0209914668018709,-9999.0,0.10941100469201089,9.8318457924158872E-002,35.044599997370902,0.78899459551755036,-0.79907941637206370,-2.5326592024827465E-002,1,624.66004484613893,275.00000000000000,613.00000000000000,1350.0000000000000,2731.0000000000000,6616.0000000000000,-9999.0,1.3922931508228688E-002,1.0064817026621280,-3.0006265376737411,1.0063794620699544,3.9672691613209836,1.0433486509252563,6.2901059039825462,1.0433486509252563,9.0238888510118534E-002,1.0433486509252563,2.2152267341247699E-003,1.0845075730857663,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,43,22,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,200,0,36000,0,0,30,36000,36000,36000,36000,100,0.10917603549890660,6.0651958059100439E-002,2.6808922290310715E-002,1.3995011788353051E-002,5.3658803282669455E-002,44.613353547941387,3.4703524099252579E-007,-2.5434778005643745E-003,6.2901059039825466E-003,9.0238888510118534E-002,2.2152267341247698E-006,298.50647609710694,100424.36322222222,11.753242564174865,452.42582117843625,28.121386805587413,98.029411237080865,1.9129824683285412,42.199066950745120
2015-07-06T080000_AIU-1380.ghg,2015-07-06,08:30,187.354,1,36000,36000,2.5003655171556401E-002,1,-1.5469564602496053,1,0.50362457651173831,2,6.0601553056254343,0,1.1458706853228213E-002,2,-5.9606442076832987E-003,1,6.2241448583762180,2.4701802716334851,-1.0140275581877094,5.6202721089041244E-002,1.1447923244524025E-002,-1.4565211867306575E-010,-1.2797415614503717E-012,-6.2620756262743430E-013,18.236127443570854,450.91628650937105,464.07945208826254,-0.14999999999999999,0,160.22788011637044,3.9618806635843051,3.9776395969903287,0.0000000000000000,1,7.8403259919853821E-002,1.9320860117030281,1.9884875408684166,0.65000000000000002,0,300.98420583936905,298.93398256014177,100512.94667597766,1.1696426321497484,1007.8400830786371,2.4726537358584953E-002,7.4252420408918820E-004,2.8873064491676836E-003,398.32711825536944,3309.0912671749588,2.4685372863512589E-003,12.037356666666668,2910.7641489195894,267.41021657068001,-1.4249310415903655,1.1100532021209464,8.9105853016880995E-002,1.8084762751743888,-2.0802911409307912E-014,-7.9870092553238547E-015,1.8084762751743888,3.3571699971594060,229.91938952754231,142.08061047245766,2.8241770845851515,-9999.0,0.14620935314069880,0.13662315707096467,176.75801811290168,0.15642854731681227,-3.0716460879735270,-8.9754889897938218E-003,1,264.30252813839456,115.00000000000000,249.00000000000000,525.00000000000000,1011.0000000000000,2278.0000000000000,-9999.0,2.4692268402660984E-002,1.0126106991799044,-1.5045905508301369,1.0073358861285848,0.52017816417214591,1.0237718672175908,5.9925878169173625,1.0237718672175908,1.1835341984268933E-002,1.0237718672175908,-5.3222792001892784E-003,1.0434619038679425,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,48,15,6,30,4,0,0,0,0,0,0,0,0,0,0,0,0,200,0,4,0,0,30,36000,36000,36000,36000,100,0.16179112105819463,7.8126404069574523E-002,3.3328789014160184E-002,1.5191420746630021E-002,6.0280240810430798E-002,155.64233664301096,4.0989543260551350E-007,-1.2763609652797518E-003,5.9925878169173625E-003,1.1835341984268933E-002,-5.3222792001892786E-006,299.27345921580002,100453.46780555556,11.776779214276209,451.66385020997808,28.411317119651386,98.200879264407689,1.9290270819672237,42.288218294832475
2015-07-06T083000_AIU-1380.ghg,2015-07-06,09:00,187.374,1,36000,36000,6.9028674240124696E-002,1,3.4901864518983161,1,14.756974439471293,1,6.2013731093429039,1,0.33590216151221869,1,7.2293159942026690E-003,0,9.1663507860665057,3.2738664112670968,-5.6793148282534016,7.4520614544499250E-002,3.7904069031678132E-003,-1.1909526246047733E-010,-1.0935194629606391E-012,-5.2233568651538841E-013,17.889723170918597,442.91825141095427,456.18304649036793,-0.14999999999999999,0,164.26144978579191,4.0668261559027492,4.0834327670858039,-0.14999999999999999,0,7.8461902186520979E-002,1.9374130038167992,1.9954358701086115,0.59999999999999998,0,301.36089410103682,299.37648936010612,100532.79456703911,1.1680979878480677,1007.9098518575804,2.4758250710718594E-002,2.1766460065991769E-002,2.9599913758560316E-003,408.95906799434573,3396.8223491281647,2.5340266027759238E-003,12.039460000000000,2987.8632811338189,267.75629748127182,-1.9086088113206967,0.81770092769649794,2.4022804912325450E-002,2.0765354552626256,3.0119722224304288E-014,-6.6571886732198137E-015,2.0765354552626256,4.3757671562991431,215.19163408994709,156.80836591005291,0.66285217220934356,-9999.0,0.24309449733761723,0.28501956963333952,-360.14926427809701,-7.6773723404442273E-002,0.23651097765426238,1.2194739681881480E-002,0,261.24556031156521,-39.645021669102206,89.677146960723348,223.30877568805715,340.55997286140325,477.64020424754136,715.59206340370235,6.6453995441180080E-002,1.0387437772830908,4.3085059686299214,1.0253442068287213,14.148838706045543,1.0336884608835764,5.6839381032405489,1.0336884608835764,0.32205961484464807,1.0336884608835764,5.0501740986438632E-003,1.0445445042071342,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,49,11,4,30,24,4,1,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,30,36000,36000,36000,36000,100,0.34588802920647377,0.16987034003317542,5.4280770027029857E-002,2.4727688116008961E-002,3.4378838463716484E-002,153.97024266980873,4.5921484861420583E-007,3.6595335482214309E-003,5.6839381032405493E-003,0.32205961484464807,5.0501740986438630E-006,299.83197003428148,100472.68250000000,11.771745085504319,443.82376366467105,29.137636048581790,98.240005718972952,1.9344651776701218,40.414522496011472
2015-07-06T090000_AIU-1380.ghg,2015-07-06,09:30,187.395,1,36000,36000,9.2102724290226770E-002,1,22.330859648655917,1,43.125635304965790,1,0.55820109856102340,1,0.98268817233009065,1,2.2183989989236815E-002,1,22.707762395994710,8.4422109858096110,-10.838414743483959,0.19236959236435855,-9.8298398321157738E-003,-1.0047679724422795E-010,-1.0195174218342835E-012,-4.5261338417335454E-013,17.206670613739142,427.59779230303161,440.83684752486198,0.0000000000000000,1,174.59255214744431,4.3387469619595347,4.3576537187932205,-0.20000000000000001,0,7.7510128014038351E-002,1.9235466807740245,1.9831025091410908,-0.25000000000000000,0,302.09593906105903,300.47671977123059,100526.88850558660,1.1636326468572475,1008.0898470072495,2.4850699005163981E-002,6.3678193566989866E-002,3.1461578436027568E-003,436.27772759810335,3623.7928941745572,2.7037380328748394E-003,12.039256666666667,3187.5151665764538,268.61020210387551,-2.3326533875787234,0.29049478123060224,-5.5529208670785021E-002,2.3513278243410860,-4.4367107879987411E-014,-5.8394095813050245E-015,2.3513278243410860,4.9092099730503387,199.09872878186243,172.90127121813757,-1.3532290467700221,-9999.0,0.28133793115003458,0.43241673173275236,-87.256905944455880,-0.31688036265692071,0.51780940711346657,6.7664677216324340E-002,0,250.02743048292993,-37.942627187784922,85.826326008714744,213.71968703692525,325.93600763328828,457.12988508179359,684.86386782391935,8.8999029993126269E-002,1.0348733497133644,24.490959650723124,1.0228445859591679,41.161611831193099,1.0313750874314731,-0.92323121850527512,1.0313750874314731,0.93793468350130471,1.0313750874314731,1.2399733144517465E-002,1.0420440309421810,800000009,800000009,800000009,800000009,800000019,800001019,899999999,899999999,89999,89999,89,89,19,26,7,20,22,4,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,30,36000,36000,36000,36000,100,0.48095649326853313,0.30274248689963346,8.1134483297338078E-002,0.11299941678744112,4.2504539206049616E-002,210.42741576991980,3.2216878165925459E-007,2.0878085161405477E-002,-9.2323121850527512E-004,0.93793468350130471,1.2399733144517466E-005,300.75066289181177,100477.68931944444,11.780591968907251,428.16485018878637,30.072107416629841,98.384520966635804,1.9203157069004240,41.985549005717608
2015-07-06T093000_AIU-1380.ghg,2015-07-06,10:00,187.416,1,36000,36000,0.23147859940075000,1,59.545468745707431,1,168.63375552629159,1,-2.4433371242525657,1,3.8471284678057347,1,2.3067025805373276E-002,1,24.883381549388535,9.8159777760056439,-10.607058078371558,0.22393694206455644,-1.4492849477677079E-002,9.6944818377996110E-011,1.0942798653817264E-012,4.4721363382141331E-013,16.531118272291053,412.54117473062934,425.60751577124114,-0.20000000000000001,0,186.59759418062848,4.6566233110929858,4.6784088990310382,-0.14999999999999999,0,7.6259274063077170E-002,1.9030163894236474,1.9632902788513369,-1.1499999999999999,0,303.14506346723755,301.68733843158753,100508.32511173184,1.1586096680274394,1008.2989818348890,2.4955430596738156E-002,0.24929392471381159,3.3624887047473168E-003,468.15495360884955,3888.6919182585880,2.9021755967840609E-003,12.038880000000001,3420.5369646497384,269.54852640775562,-1.9138300053966419,-0.69958460955078161,4.0984742863489174E-002,2.0380980507875504,-2.8210857437516783E-014,5.8643835692889573E-015,2.0380980507875504,6.0839958477543608,171.92053601200138,200.07946398799865,1.1522561853677920,-9999.0,0.44697872142725109,0.68001186347686582,-131.22383997501734,-0.21070866395362356,0.35310527574904021,0.11403427157106814,0,258.93615693515454,-39.294560796996628,88.884403513787902,221.33473241650415,337.54943231763866,473.41787832903293,709.26624976925700,0.22271308742559009,1.0393578665559495,68.469056779502850,1.0257420811852578,160.98289484123609,1.0340628895064463,-6.5989308637647230,1.0340628895064463,3.6725854538472764,1.0340628895064463,-4.5404685354842591E-003,1.0449470835926722,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,0,15,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,30,36000,36000,36000,36000,100,0.79220393634110609,0.38018645783838334,0.18763333277424216,0.11550217736638863,4.0196303879235451E-002,436.81866096113151,1.1305236476310050E-007,5.8609480015480740E-002,-6.5989308637647232E-003,3.6725854538472764,-4.5404685354842588E-006,301.84667311435271,100458.53244444446,11.772195689201356,412.93270631450935,30.729699892308897,98.574454217063078,1.8995613101613198,42.883746262815237
2015-07-06T100000_AIU-1380.ghg,2015-07-06,10:30,187.437,1,36000,36000,0.12750784706129273,1,46.860170152174945,0,126.67915550536814,0,-6.6812320799281313,0,2.8927794538903187,0,1.2378329136926478E-002,1,20.228103747696306,8.4106258047634750,-6.1232166600079658,0.19206068611144550,4.5377535148940721E-003,-1.4837512222347597E-010,-1.8114843816613054E-012,-7.0079648947480929E-013,16.127576703879001,403.82018177994803,416.15189442089348,-0.20000000000000001,0,196.89859644475587,4.9301657941836874,4.9545927579229092,-0.25000000000000000,0,7.6172804230559138E-002,1.9094660382525939,1.9677766119777249,0.34999999999999998,0,303.81443709860906,302.67469689481078,100500.27092178771,1.1546179624733726,1008.4780533461030,2.5039110908883250E-002,0.18745210861209263,3.5481127687273478E-003,495.61590607388740,4117.0586022986508,3.0729755503948112E-003,12.038106666666668,3621.4426962247630,270.31243936192948,-1.8709841694102880,-0.31385515914247242,-1.5877392940382127E-002,1.8971923768323289,-1.8075432033930348E-013,-9.2000878338894420E-015,1.8971923768323289,4.5441629398734253,182.47736810849759,189.52263189150239,-0.47950763225807330,-9999.0,0.33231450782156235,0.60016593410481467,-68.525502406624128,-0.40349941304957387,0.36991223982535315,0.12110157697742535,0,222.80538065933618,-33.811576103714202,76.481877208547019,190.45068828120975,290.44931634522032,407.35929597677193,610.29845595582162,0.12239268915329470,1.0417930020443573,53.453338369178240,1.0273237547756366,120.61825464425422,1.0355649663293121,-9.6507178202042176,1.0355649663293121,2.7543758671822154,1.0355649663293121,-8.7839809619676169E-003,1.0465574220120863,800000009,800000009,800000009,800000009,800000019,800100019,899999999,899999999,89999,89999,89,89,14,8,3,20,12,8,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,30,36000,36000,36000,36000,100,0.60054856418697744,0.44877443443635062,0.15100886958630133,8.0187515171942350E-002,6.0832829732016752E-003,586.42437459496023,1.7383239416715887E-007,4.5906065577058279E-002,-9.6507178202042184E-003,2.7543758671822154,-8.7839809619676165E-006,302.65340877024329,100455.57619444444,11.767355174673927,403.94378716150862,29.641709749407379,98.753450684759343,1.9057223567656347,43.785548200871972
2015-07-06T103000_AIU-1380.ghg,2015-07-06,11:00,187.458,1,36000,36000,9.8822208433375844E-002,1,51.761789206528427,1,125.94120434187974,1,-5.3227895861237631,1,2.8780173938430473,1,1.9471641239786321E-002,2,15.211770604211823,6.6199475818445412,-3.6361965351791503,0.15127951480564222,-4.2700295776881411E-003,8.8027607201793658E-011,1.1364164976084188E-012,4.1951035785826630E-013,15.878374013215605,398.62768561521182,410.61648689473225,-0.20000000000000001,0,204.98621690863519,5.1461932538745456,5.1728135520798091,-0.20000000000000001,0,7.5671060207527105E-002,1.9033809262386945,1.9606254591885013,-0.59999999999999998,0,304.40656148444265,303.41911495187435,100482.75333798883,1.1514901811961444,1008.6188284677586,2.5105069655333292E-002,0.18649552712102946,3.6938516919835227E-003,517.24237494347472,4296.8621708852024,3.2078881368718445E-003,12.037676666666666,3779.6197959417273,270.88805353942166,-1.9304179006495439,0.13103703943146994,-6.2773503749695161E-002,1.9358782217959940,3.5516095485530507E-014,5.5438678499780952E-015,1.9358782217959940,4.8465356487166016,195.88328854689314,176.11671145310683,-1.8582198941220656,-9999.0,0.29295246590748231,0.45136584305661809,-42.497306083341137,-0.65062947627258549,0.41099963651305077,0.15213348416977729,0,254.01146418290651,-38.547219672256759,87.193915854770623,217.12517912176949,331.12959793631506,464.41396932772847,695.77675335826518,9.4921541137599388E-002,1.0410935942361281,58.225391774810312,1.0268690920506756,119.76780383669701,1.0351311300287831,-8.5038160340147311,1.0351311300287831,2.7369424047168143,1.0351311300287831,-3.2626952515747236E-003,1.0460930205046146,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,10,14,8,5,1,3,1,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,30,36000,36000,36000,36000,100,0.53656513546772366,0.28160380777931471,8.4562742866197818E-002,0.11857417607024538,7.3710467287366995E-003,553.59074403820637,1.4941106161546454E-007,5.0133163374194156E-002,-8.5038160340147311E-003,2.7369424047168143,-3.2626952515747237E-006,303.28515892113569,100435.55169444444,11.771868635919358,398.61115947808179,29.196362582153760,98.818124941931828,1.8995685200434591,44.686471088780280
