date,time,DOY,Ta_1_1_1,Ta_2_1_1,Ta_3_1_1,Ta_4_1_1,Ta_5_1_1,RH_1_1_1,RH_2_1_1,RH_3_1_1,RH_4_1_1,RH_5_1_1,Rg_1_1_1,Rn_1_1_1,LWin_1_1_1,LWout_1_1_1,SWin_1_1_1,SWout_1_1_1,PPFD_1_1_1,PPFD_2_1_1,PPFD_3_1_1,Prain_1_1_1,WS_1_1_1,WD_1_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,Ts_1_1_1,Ts_2_1_1,Ts_3_1_1,LOGGERTEMP,LOGGERVIN,SHFSENS1,SHFSENS2,SHFSENS3
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[K],[K],[K],[K],[K],[%],[%],[%],[%],[%],[W+1m-2],[W+1m-2],[W+1m-2],[W+1m-2],[W+1m-2],[W+1m-2],[µmol+1m-2s-1],[µmol+1m-2s-1],[µmol+1m-2s-1],[m],[m+1s-1],[deg],[m+3m-3],[m+3m-3],[m+3m-3],[W+1m-2],[W+1m-2],[W+1m-2],[K],[K],[K],[C],[V],[OTHER],[OTHER],[OTHER]
2014-12-01,23:30,335.979,297.65353333333337,297.56374666666665,297.49740666666668,298.14423000000005,297.39850999999999,99.639243333333340,98.220383333333288,98.833150000000003,97.401033333333331,98.054376666666670,-3.3110199999999996E-003,-19.975519999999999,424.83726666666672,442.70869999999991,-3.8924280000000002,-1.7884100333333337,-3.8330833333333314,-1.4900553333333337,11.029693333333332,0.0000000000000000,0.61853265666666679,280.31360000000001,0.22456463333333329,0.18696116666666671,0.13664740000000000,-5.4777776666666655,-12.559903333333340,-7.2367070000000009,313.33152000000001,-9999.0,299.01383333333337,25.719999999999985,14.292753333333335,56.382599999999982,45.046399999999970,62.569999999999979
2014-12-02,00:00,336.000,297.54488666666663,297.43822333333338,297.39320333333336,298.06991333333332,297.33357333333339,99.734026666666622,98.460150000000027,98.897470000000013,97.432463333333331,98.053446666666687,-9.9330299999999989E-003,-22.528853333333327,423.04860000000002,442.89110000000005,-4.6245993333333333,-1.9383433333333329,-3.8092433333333306,-1.4887310000000005,11.838906666666668,0.0000000000000000,0.35930067333333332,286.64726666666672,0.22418106666666662,0.18682353333333335,0.13660306666666669,-5.5858306666666664,-13.006936666666665,-7.4300646666666665,313.42462000000006,-9999.0,298.98190000000005,25.799999999999990,14.281956666666668,56.382599999999982,45.046399999999970,62.569999999999979
2014-12-02,00:30,336.020,297.55193333333341,297.34320000000002,297.28021666666677,297.95774333333338,297.23352000000006,99.666819999999987,98.593246666666673,98.953229999999991,97.330329999999975,98.059746666666669,-1.0595233333333334E-002,-24.666486666666668,420.29660000000001,442.49773333333343,-5.0557240000000006,-2.5903256666666659,-3.8622226666666646,-1.5099230000000006,12.542173333333334,0.0000000000000000,0.78991199999999995,328.01076666666660,0.22376413333333334,0.18669786666666666,0.13656333333333329,-3.6875707000000006,-10.325443333333336,-6.5570423333333325,313.48905666666667,-9999.0,298.95179666666678,25.819999999999993,14.271079999999996,58.778766666666684,48.072969999999970,62.569999999999979
2014-12-02,01:00,336.041,297.45677666666666,297.26807333333340,297.17603666666668,297.87305000000009,297.11316333333343,99.813556666666670,98.718926666666661,99.002433333333343,97.375059999999991,98.073300000000017,-1.1257440000000001E-002,-23.525060000000000,421.13166666666677,441.91880000000009,-5.2651249999999994,-2.5272853333333338,-3.8489776666666642,-1.4874063333333338,11.774016666666663,0.0000000000000000,0.15748975666666670,328.85196666666673,0.22333153333333333,0.18660796666666668,0.13651606666666669,-5.3917519999999985,-12.843823333333331,-7.8736133333333349,313.53534333333334,-9999.0,298.92192666666665,25.919999999999998,14.281790000000001,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,01:30,336.062,297.29237666666666,297.17984666666672,297.11805666666675,297.86019666666670,297.07709000000000,99.891243333333307,98.845553333333328,99.068983333333321,97.304339999999996,98.181449999999998,-3.3110133333333338E-003,-23.072886666666665,420.84986666666674,441.13473333333332,-5.7149720000000004,-2.9271076666666671,-3.7403719999999980,-1.4874070000000004,11.812419999999999,0.0000000000000000,0.96726649666666686,216.22189999999998,0.22294560000000005,0.18652459999999996,0.13646003333333331,-5.8739980000000021,-12.974653333333334,-8.2176793333333347,313.84202999999997,-9999.0,298.89131000000003,25.909999999999993,14.280650000000003,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,02:00,336.083,297.19479666666678,297.09962999999999,297.05878333333345,297.79982000000001,297.02649666666667,99.921623333333329,98.958820000000017,99.117270000000005,97.298506666666711,98.238113333333359,-1.5892859999999998E-002,-31.330753333333334,412.22869999999995,440.45503333333323,-6.0224250000000001,-2.9180213333333334,-3.7059369999999983,-1.4609153333333336,11.792553333333332,0.0000000000000000,1.0688182000000002,123.18553333333332,0.22267029999999999,0.18644040000000003,0.13640343333333332,-6.0813743333333337,-13.320259999999999,-8.3957979999999992,314.47197666666671,-9999.0,298.86129999999997,25.799999999999990,14.279493333333333,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,02:30,336.104,296.95140333333336,296.92225999999999,296.92846000000003,297.58080000000001,296.89053666666666,99.946980000000025,99.061233333333320,99.167863333333344,97.787830000000000,98.300586666666661,-3.3333333320414067E-009,-29.619553333333332,412.54119999999989,439.61763333333329,-5.8381506666666665,-3.2951260000000002,-3.7695093333333314,-1.4980010000000006,11.793880000000000,0.0000000000000000,1.3437488333333334,170.82783333333333,0.22236926666666668,0.18633320000000000,0.13635273333333331,-6.4258513333333322,-14.009559999999999,-8.7755303333333341,314.64283666666665,-9999.0,298.83115999999995,25.799999999999990,14.281723333333332,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,03:00,336.124,296.86660666666666,296.87957000000000,296.89177000000007,297.53490666666676,296.82036333333332,99.958639999999988,99.185360000000003,99.227123333333324,98.117413333333360,98.439923333333326,-1.1257463333333332E-002,-26.350576666666658,415.52573333333345,439.47820000000007,-5.6568306666666670,-3.2587789999999996,-3.7615626666666646,-1.4450220000000003,11.750163333333330,0.0000000000000000,1.3042010333333336,164.31960000000001,0.22184906666666665,0.18610303333333331,0.13631169999999995,-6.7799873333333327,-14.022143333333332,-9.1081669999999999,314.71562333333338,-9999.0,298.79866000000004,25.729999999999993,14.285173333333336,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,03:30,336.145,296.74597666666665,296.78969333333333,296.84686333333332,297.53492000000006,296.83713333333333,99.971863333333360,99.281770000000009,99.262860000000003,98.059506666666664,98.514176666666700,-5.9598166666666678E-003,-17.871713333333329,424.13829999999990,439.41506666666663,-5.8480049999999997,-3.2530993333333331,-3.7191803333333313,-1.4542936666666670,11.705130000000002,0.0000000000000000,1.1198314666666664,141.14669999999998,0.22152736666666667,0.18603576666666666,0.13626236666666672,-6.8316113333333330,-13.579623333333330,-9.1644699999999997,314.74899333333349,-9999.0,298.76571333333334,25.609999999999999,14.282790000000004,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,04:00,336.166,296.68139333333335,296.73577000000000,296.78413333333333,297.48160000000001,296.78498333333340,99.981989999999982,99.344340000000003,99.292523333333321,98.223096666666663,98.584249999999983,-7.9464300000000009E-003,-20.879953333333336,420.95393333333328,439.12546666666657,-5.8110506666666675,-3.1025970000000007,-3.7218279999999977,-1.4476713333333335,11.623030000000000,0.0000000000000000,1.0449174333333333,148.65559999999999,0.22115690000000005,0.18583840000000007,0.13621619999999998,-6.7852079999999999,-13.401626666666663,-9.1760059999999992,314.70017000000001,-9999.0,298.73531000000008,25.570000000000000,14.284700000000003,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,04:30,336.187,296.63563333333332,296.70524000000006,296.76855666666671,297.43970666666667,296.77064666666666,99.989393333333325,99.414696666666643,99.342459999999988,98.239676666666668,98.642120000000020,-3.3110100000000005E-003,-19.585533333333331,422.63776666666666,439.29503333333321,-5.4538333333333355,-2.5255820000000004,-3.7085839999999974,-1.4476710000000004,11.595210000000000,0.0000000000000000,0.44734407000000026,173.45123333333336,0.22083039999999998,0.18585203333333331,0.13618526666666667,-6.8288343333333339,-13.506776666666664,-9.2381296666666639,314.59892666666673,-9999.0,298.70699000000008,25.509999999999998,14.282096666666666,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,05:00,336.208,296.61528666666675,296.65218333333337,296.71910333333346,297.42207666666673,296.69146000000001,99.998516666666646,99.448896666666641,99.347553333333352,98.149249999999995,98.640876666666642,-1.3244046666666667E-002,-21.367486666666665,421.12916666666655,439.06236666666666,-5.9972973333333339,-2.5630656666666667,-3.7589133333333313,-1.4516456666666671,11.563423333333334,0.0000000000000000,0.65417306333333347,203.08303333333336,0.22052983333333334,0.18579960000000001,0.13614276666666666,-6.9171993333333335,-13.600573333333333,-9.2475503333333329,314.31413333333336,-9999.0,298.67957000000001,25.500000000000000,14.282813333333335,59.650100000000016,48.994099999999968,62.569999999999979
2014-12-02,05:30,336.229,296.64558000000000,296.67499666666674,296.72186333333337,297.42452000000009,296.68933000000010,99.999423333333340,99.487180000000009,99.374500000000026,97.920523333333307,98.657140000000012,-9.9330299999999989E-003,-22.022213333333337,421.22299999999996,439.24650000000003,-6.3436739999999983,-2.3449813333333336,-3.7721573333333311,-1.4609163333333335,11.437603333333334,0.0000000000000000,0.21831911000000001,256.22476666666660,0.22024980000000002,0.18563149999999998,0.13608393333333335,-7.0556359999999989,-13.439463333333332,-9.2164343333333303,314.76461333333339,-9999.0,298.65423666666663,25.500000000000000,14.288496666666669,59.650100000000016,48.994099999999968,62.569999999999979
