file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7500,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,RSSI_LI-7500,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_t_mean,air_p_mean,co2_mean,h2o_mean,dew point_mean,co2_signal_strength_7500_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean,ch4_tc_1_mean,ch4_tc_2_mean,ch4_tc_3_mean
2015-09-05T090000_AIU-0305.ghg,2015-09-05,09:30,248.395,1,18000,18000,3.3417605645561003E-002,0,40.796855618631561,0,90.537099038212276,0,0.92372341883358433,1,2.0629054748012852,0,-9.7778241531777346E-002,1,0.79908237333790033,0.70030179039831741,-1.0226298242823093,1.5956512996027149E-002,-1.1669657505201722E-002,1.5184336644554208E-011,1.1678175297268181E-012,3.6185246726832241E-014,17.445622242556698,431.78841211180566,446.62002355786336,0.0000000000000000,1,1341.7315453919805,33.208568052784919,34.349257715182191,-0.10000000000000001,0,4.1574035134187448E-002,1.0440711417815554,1.0799342105035947,0.0000000000000000,1,305.79134626261401,300.41172256403979,100911.89853922014,1.1555667930251534,1024.3535480045668,2.4750530884390283E-002,0.13367627476712327,2.4178002862225871E-002,3352.0385577117959,3610.0264668508808,2.0923068236436925E-002,92.853572916762175,257.98790913908471,299.12148954763273,0.67689433791669629,0.85537863643339307,7.8754244808797141E-002,1.0936456407108266,-1.1342501259599247E-014,8.7038091467518247E-016,1.0936456407108266,2.7561501111519866,168.35593705743929,51.644062942560709,4.1294863581995305,-9999.0,0.17005528683647381,0.18330600981373513,-10.629801241490886,-0.16211968228281737,0.45060926462214962,0.20267100638224614,1,7.1189290809715651,3.0000000000000000,6.0000000000000000,10.000000000000000,16.000000000000000,27.000000000000000,69.000000000000000,3.3030000234508507E-002,1.0117349502967166,45.174620748574448,1.0200227973669909,71.602160530244745,1.1280959604951439,-1.7451211124330432,1.1280959604951439,1.6314692047190538,1.1280959604951439,-8.9977836654077936E-002,1.1749711241632215,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,1,0,0,14,5,7,9,0,0,0,0,0,11,0,0,0,0,101,0,17088,0,0,16,18000,18000,18000,18000,100,0.13499349838176042,0.19264974264276891,3.8968778602940894E-002,0.15033640283858354,2.2911894458642671E-002,300.34467624253642,2.0366969468507295E-005,3.8163622031084803E-002,-1.7451211124330432E-003,1.6314692047190538,-8.9977836654077937E-005,301.52601186116533,101300.52013888888,431.69753912438256,33.201781998104551,25.945922178374381,100.34314204258388,1.0312697681966629,46.217435895146721,5.1560120489858502E-002,6.5084335571491833E-002,4.8181661009964273E-002,1.6857243818508203,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T093000_AIU-0305.ghg,2015-09-05,10:00,248.416,1,18000,18000,4.0367590777994969E-002,0,52.241943030182398,0,108.73998022549154,0,7.7357430936142295,2,2.4805880359512189,0,-8.7631503845844499E-004,2,1.3737996499246701,0.58667991147708087,-0.68269656025344660,1.3383404763594058E-002,-1.8423180851873867E-002,1.9481982623030186E-011,1.5809793463089654E-012,2.5925753600281996E-014,16.644038150999300,413.61131022628422,427.97629484782721,0.0000000000000000,1,1350.6777551891457,33.564907202747399,34.730637838902382,-0.10000000000000001,0,2.2149143666025148E-002,0.55931658236984871,0.57874200402942844,0.0000000000000000,1,306.85168284946008,301.62404241476702,100911.87434061532,1.1507648884206945,1024.5802603765869,2.4850418298365363E-002,0.16074210472963898,2.4339213565532945E-002,3388.0062510001444,3874.4357814777927,2.1150465929609650E-002,87.445151812734039,486.42953047764837,299.30192686165469,0.79146011213931555,0.66318640838265008,8.4155827370451727E-002,1.0360055620755459,1.0209172262548925E-014,1.1705081691284453E-015,1.0360055620755459,2.6902759715639384,180.03942362899645,39.960576371003569,4.6593304586863713,-9999.0,0.18729367620281645,0.25047030565665085,-11.090936272666347,-0.15537912739135282,0.48042994786139848,0.23657215187157613,1,5.6312367568112611,3.0000000000000000,5.0000000000000000,8.0000000000000000,13.000000000000000,22.000000000000000,56.000000000000000,3.9889200364139385E-002,1.0119929807940111,57.465046095505848,1.0201381386666044,85.485574498099894,1.1275784156057811,3.7820397412388740,1.1275784156057811,1.9501060502923653,1.1275784156057811,-6.0798904132427205E-003,1.1746726914644610,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,0,1,4,13,10,18,0,0,0,0,0,0,0,0,0,0,0,101,0,13025,0,0,16,18000,18000,18000,18000,100,0.18110363346233255,0.27801140406692448,4.1825573784044646E-002,0.29737432259722296,5.6826034569277276E-002,407.98997360558923,1.5837336561106906E-005,4.8738389290306931E-002,3.7820397412388742E-003,1.9501060502923653,-6.0798904132427205E-006,302.80355194091806,101307.51975000001,413.57494998253668,33.562271964602992,26.129310514609013,100.39013229666816,0.55276455912160305,45.744907429907087,6.0301970955260721E-002,5.0440900627513642E-002,5.1160864079288229E-002,1.7784993738267127,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T100000_AIU-0305.ghg,2015-09-05,10:30,248.437,1,18000,18000,3.2994092434356040E-002,0,59.149763167481709,0,104.80593639456848,0,6.1791665262803290,1,2.3921683758243373,0,-0.17557765505891818,1,0.64240331711780818,1.0223250005180280E-002,-0.37340515392870927,2.3334303572717914E-004,-5.3798774879829884E-004,4.7200784751401824E-011,3.9256708456877991E-012,6.2714335161352664E-014,16.206241326110593,403.64664804247116,417.66824472797992,0.40000000000000002,0,1347.8667659270996,33.571134177655225,34.737304901472683,-0.10000000000000001,0,2.1532770177116155E-002,0.54512878365782669,0.56406508842631753,0.0000000000000000,1,307.57339938354494,302.19221817279112,100872.83994227929,1.1481542069674113,1024.5926952643222,2.4906863961857595E-002,0.15501251075341704,2.4288559538162977E-002,3387.3240147319007,4004.0493640365394,2.1154440223073948E-002,84.597458891393160,616.72534930463860,299.29851992001454,0.65936310174273915,0.71387283235555399,6.4122498228742081E-002,0.97390236445664202,4.0701818236090322E-015,2.9125065955518353E-015,0.97390236445664202,2.4435352811882280,172.72687369978766,47.273126300212347,3.7751301152333077,-9999.0,0.16951884420465416,0.31384602347227730,-7.2611162882235751,-0.23733265404314352,0.56437416812724661,0.29660847138090474,1,5.6808026243351879,3.0000000000000000,5.0000000000000000,8.0000000000000000,12.000000000000000,21.000000000000000,52.000000000000000,3.2592815885302127E-002,1.0123118097701669,64.028327522750075,1.0202939292149362,81.148560710063563,1.1270835850509013,2.2331018133438971,1.1270835850509013,1.8521948980395313,1.1270835850509013,-0.15271293741305234,1.1744159589269796,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,3,1,2,11,1,18,0,0,0,0,0,0,0,0,0,0,0,101,0,5914,0,0,16,18000,18000,18000,18000,100,0.23144606824649716,0.35379194491508148,4.2454033782975929E-002,0.27416562520701465,2.2783594444642341E-002,350.14536503780812,2.0417080667837669E-005,5.4427787567973160E-002,2.2331018133438969E-003,1.8521948980395313,-1.5271293741305234E-004,303.40722245449496,101267.64258333333,403.66154653421984,33.572427646319078,26.128022516462540,100.40076108402675,0.53729031719764986,47.144266937431546,5.0210064046009133E-002,5.4271233880979999E-002,3.9102716954817048E-002,1.8416530411044734,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T103000_AIU-0305.ghg,2015-09-05,11:00,248.458,1,18000,18000,1.7535764658165049E-002,0,102.68024874528020,0,159.28128489175859,0,3.3583293765166857,0,3.6400153984459473,0,-6.4704614576822111E-002,1,1.4152871048387021,0.31125622453920071,-0.24323853783467983,7.1130607149155521E-003,6.5100785026291639E-004,-5.8703537639316865E-011,-4.9906978677830108E-012,-8.1691910383985190E-014,15.872903468907044,397.12634277984301,411.00253151455206,-0.10000000000000001,0,1349.4393810560441,33.761808433575887,34.941496546356426,0.0000000000000000,0,2.2088750693061151E-002,0.56237453542015103,0.58202474330729304,0.0000000000000000,1,308.33997542656795,303.44954533214525,100837.99226867156,1.1429184216343344,1024.7252132547517,2.5019136767117745E-002,0.23587299781929738,2.4316898063272103E-002,3405.3861916382821,4304.3551483821029,2.1276145001232694E-002,79.114898149570209,898.96895674382051,299.38851715180158,0.92483235877212522,0.38527526917452570,6.1265148935755978E-002,1.0037456566997807,1.8706453589506168E-015,-3.6983490609836741E-015,1.0037456566997807,3.2176747484726187,197.38391197939512,22.616088020604867,3.4993104499493959,-9999.0,0.12386674857355447,0.42786020743571451,-1.6315375169071897,-1.0562429500651378,0.64464729057816006,0.70779830690275947,1,6.5580999762615511,3.0000000000000000,5.0000000000000000,9.0000000000000000,13.000000000000000,21.000000000000000,46.000000000000000,1.7325215118563820E-002,1.0121527806818182,109.89335479833117,1.0202147150458780,121.38790709380031,1.1273125224192833,-2.3715614299954657,1.1273125224192833,2.7740475053728129,1.1273125224192833,-6.3857210121668631E-002,1.1745299837563725,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,5,1,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,101,0,11110,0,0,16,18000,18000,18000,18000,100,0.29101415656273849,0.51303175521604250,5.1674503092648094E-002,0.57707867175377003,1.7773710730001266E-002,541.02660546744698,2.8302148102011569E-005,9.3831525430106200E-002,-2.3715614299954658E-003,2.7740475053728129,-6.3857210121668636E-005,304.47699537828225,101246.02252777778,396.83513046349475,33.737552648862192,26.206613634003535,100.35525606409709,0.55523608939474989,46.983416879512667,7.0434030828509617E-002,2.9253120907462828E-002,3.7245291325388855E-002,1.9085784699585702,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T110000_AIU-0305.ghg,2015-09-05,11:30,248.479,1,18000,18000,5.5361983961541544E-002,0,145.38262259128700,0,183.18263498559898,0,1.5409943066212397,0,4.1925773588060800,0,-0.12867258347255200,0,1.7371921388218707,-0.82635770515429263,-0.21558542382287249,-1.8913193410375426E-002,-1.1705235213758569E-002,-3.5092188673630398E-011,-2.9819579474430353E-012,-2.2057031224403829E-014,15.554564704974489,391.31533280998627,404.77491293072683,0.0000000000000000,0,1321.7487878112772,33.252011650840615,34.395739170476574,0.0000000000000000,0,9.7767489674259345E-003,0.25057696117278772,0.25919574097141751,0.0000000000000000,1,309.37170484839544,305.00149274126369,100795.92665324386,1.1368504647858932,1024.4574227399407,2.5157588157053355E-002,0.27167901285063395,2.3817913564451877E-002,3352.5663767112092,4701.8739899200309,2.0950788430154341E-002,71.302769574397487,1349.3076132088220,299.12414963018063,0.49593326780247143,-9.1562635913721522E-003,7.9174831901787687E-002,0.50229702097751638,1.2739905081499753E-014,-2.2560701208441790E-015,0.50229702097751638,4.6022415674446169,221.05771420758589,358.94228579241417,9.0691000096391612,-9999.0,0.22067551599523194,0.39333722065959498,-6.5134580207984012,-0.26457528312875545,0.79364849513555880,0.56566732236364048,0,40.055842979577221,-6.0786287085820891,13.749874689664477,34.239132118665388,52.216836840390691,73.234856122551037,109.71915960962434,5.4407340886865052E-002,1.0175462181962096,152.75198775637506,1.0235140397531970,136.16223043018692,1.1269994490095543,-5.7373600833831455,1.1269994490095543,3.1164017510230555,1.1269994490095543,-0.11320086508106697,1.1763141183031358,800000009,800000009,800000009,800000019,800100019,800100019,899999999,899999999,89999,89999,89,89,9,2,5,4,14,12,2,0,0,0,0,0,3,0,0,0,0,101,0,3104,0,0,16,18000,18000,18000,18000,100,0.37688134962844305,0.34711088696054770,6.2682204730199212E-002,0.85249961034049837,5.3713697110727120E-003,1230.6218056094576,2.8150069261852386E-006,0.13115643794933141,-5.7373600833831454E-003,3.1164017510230555,-1.1320086508106698E-004,306.01614688788516,101209.03733333333,390.98957392120349,33.224124182595226,25.938439351134825,100.31510868242053,0.24772448006784908,47.848842698079558,3.7727810501094368E-002,-7.4709636820472511E-004,4.8304518445566720E-002,1.9985623008343891,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T113000_AIU-0305.ghg,2015-09-05,12:00,248.499,1,18000,18000,0.22094403130181550,1,161.82467263311847,0,336.79548361613229,1,-0.73509925550064048,0,7.7159758271410697,1,-0.31373065282758522,1,1.1232361168959593,-1.9190009540601436,-6.3220050780012263E-002,-4.3964262272190024E-002,1.0057671880987977E-003,-2.3826255843047659E-011,-1.9607892644259400E-012,-1.6650015637270914E-014,15.430578179041547,389.60507936186423,402.51064672628115,0.0000000000000000,0,1269.8643142530666,32.062673296672017,33.124741046895487,0.0000000000000000,0,1.0783035726032482E-002,0.27746526816128858,0.28665623331863865,0.0000000000000000,1,310.23044504547113,306.00879409361579,100763.09916979956,1.1332551218860176,1023.7887520732722,2.5248897017419739E-002,0.49999523359874126,2.2882955334913486E-002,3231.6009393250783,4976.6152067643134,2.0192236410836222E-002,64.935720465842380,1745.0142674392353,298.50472571401855,0.43360394787350875,-0.11421836925797908,6.2378979060480365E-002,0.45271332708027706,2.7145819717592183E-014,-1.5440935243378936E-015,0.45271332708027706,3.4012195998681527,234.75741125358792,345.24258874641208,7.9199333150220710,-9999.0,0.44154735911864046,1.0154983158792654,-46.855652668412397,-3.6778913575175910E-002,0.48048349964680814,0.31588528909061958,0,60.158828606500258,-9.1293343352825769,20.650579123702961,51.422861873417737,78.423108944586943,109.98952536698691,164.78435171542867,0.21688315878987982,1.0187237798204052,177.64994867144932,1.0242887106035548,266.67570725618458,1.1277018278970956,-9.5549044935652319,1.1277018278970956,6.1095335625691503,1.1277018278970956,-0.26966708784024351,1.1772743915044335,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,1,0,0,10,2,14,0,0,0,0,0,0,19,0,0,0,0,101,0,1203,0,0,16,18000,18000,18000,18000,100,1.2642003615391677,0.67601279428277272,9.0783475936590238E-002,1.2948809250522682,4.0499192965222528E-003,1312.1064549804314,6.2863541507520174E-006,0.15311827998631783,-9.5549044935652316E-003,6.1095335625691503,-2.6966708784024351E-004,306.99731246778703,101177.52413888888,389.23844275919589,32.032689531750073,25.316522284242851,100.25468453915914,0.27632093547915615,47.109424622120663,3.3081467594108564E-002,-8.9318724934299397E-003,3.7913768444273112E-002,2.0732862752146191,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T120000_AIU-0305.ghg,2015-09-05,12:30,248.520,1,18000,18000,4.7960990744882651E-002,0,172.72069961137831,0,214.09018032952076,0,2.8980880968521818,0,4.9061052867071906,0,-0.18939842079686070,0,0.30268567235502225,-6.0452379365940515E-002,-2.3956726209303589E-002,-1.3853308804017736E-003,1.3799878993333433E-003,1.5083915830210839E-011,1.2419514497224577E-012,1.1966057469399565E-014,15.383805086983577,388.95610503489195,401.82459617569441,0.0000000000000000,0,1266.6431744309139,32.025145457188110,33.084687383035416,0.10000000000000001,0,1.2203959359160238E-002,0.31440856808393569,0.32481067726954055,0.0000000000000000,1,310.80587830098472,306.28061014866825,100714.66209158782,1.1317213687760812,1023.7729364883794,2.5283478491546437E-002,0.31791562257862593,2.2824910394323755E-002,3226.2668830178368,5053.0977024240965,2.0168312646608531E-002,63.847308582023189,1826.8308194062597,298.47694822765885,0.94514950956536536,-0.53010902338886523,6.3727843471366799E-002,1.0855341589021901,2.3654836198184609E-014,9.8050617158257698E-016,1.0855341589021901,5.3789578087661374,249.28689854668022,330.71310145331978,3.3655662085374858,-9999.0,0.20586111222734310,0.96387448097855077,-4.4473759614720079,-0.38748691698860027,0.80676609896601581,0.72414729488745344,0,35.550983566525382,-5.3949989127926266,12.203502230205830,30.388446047768390,46.344297618580796,64.998536364273079,97.379651757759632,4.7403092334824079E-002,1.0117692408359764,181.91186465922991,1.0200374372634138,159.86407623779246,1.1280202433509667,-5.7606956347911122,1.1280202433509667,3.6634561584170284,1.1280202433509667,-0.16687538027059493,1.1749264034822471,800000009,800000009,800000009,800000019,800000019,800010019,899999999,899999999,89999,89999,89,89,10,1,1,16,13,22,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,18000,18000,18000,18000,100,0.91204334206169124,0.94220005319589739,7.3505566699512873E-002,1.2698687241080742,3.3123229318640065E-003,965.72526720520602,4.4072866609205728E-006,0.15700658396098099,-5.7606956347911126E-003,3.6634561584170284,-1.6687538027059494E-004,307.40539831712505,101118.95572222222,388.79868117523193,32.012455908457412,25.297813793023412,100.23934890217249,0.31036582321342476,48.172232195006480,7.2159448104981927E-002,-4.0427555528997954E-002,3.8621126372366719E-002,2.1232353033290972,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T123000_AIU-0305.ghg,2015-09-05,13:00,248.541,1,18000,18000,7.9323157193993979E-002,0,192.38866165285830,0,241.76165004910845,0,4.1268716732736461,0,5.5409578800916028,0,-0.25352323924376052,0,0.15002204734709537,0.36509195753785972,1.2719898708416191E-002,8.3675767379423251E-003,6.3819636709761419E-004,1.2621017520245989E-011,1.0456013556890026E-012,1.0550633372327988E-014,15.381741727893301,389.30103181650287,402.27523268788860,-0.10000000000000001,0,1274.3164311232069,32.252049883100810,33.326911081759377,-0.10000000000000001,0,1.2858481286354952E-002,0.33151100319227728,0.34255924091829115,0.0000000000000000,1,311.09200174713135,306.41546370061627,100656.22974673801,1.1304687970248721,1023.9070197350793,2.5309294532656408E-002,0.35905407062993583,2.2963182482288014E-002,3247.2405471545176,5091.4192195113819,2.0312973292780576E-002,63.778691306942740,1844.1786723568641,298.58593982018488,0.97376598811414061,0.98263713167583211,0.10296484858099414,1.3872266189052662,-2.3521773729733518E-014,8.2051940173712543E-016,1.3872266189052662,4.5268626125845728,174.74019894116944,45.259801058830568,4.2566091677683966,-9999.0,0.26489313669185005,0.71209066367145291,-8.5034885387710339,-0.20265800231784162,0.79577824528323193,0.62746523350586658,0,39.419459465105760,-5.9820550550777325,13.531424822487489,33.695161062027324,51.387246656506328,72.071344093985232,107.97600657118178,7.8473337588658945E-002,1.0108294056484459,202.84696712548634,1.0197631713967419,180.13149937644408,1.1314122931505586,-5.6339054140373808,1.1314122931505586,4.1284506898421718,1.1314122931505586,-0.22161782198530941,1.1772019110592107,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,0,3,1,12,1,10,0,0,0,0,0,0,0,0,0,0,0,101,0,1101,0,0,16,18000,18000,18000,18000,100,0.52701635242606393,0.80315684748063609,9.4008127436205666E-002,1.0620005115635569,4.3199305114280584E-003,1234.3049617692386,5.3327273847481741E-006,0.17524652649871855,-5.6339054140373806E-003,4.1284506898421718,-2.2161782198530940E-004,307.51182629394526,101056.25183333333,389.12261732652451,32.238012979295547,25.404128757953625,100.28338187238906,0.32754391717869408,47.953945360139095,7.4186201517236233E-002,7.4885202161560277E-002,6.2808222674922240E-002,2.1480986613035191,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T130000_AIU-0305.ghg,2015-09-05,13:30,248.562,1,18000,18000,0.17382186488615833,2,211.64612427271749,1,119.26261075798446,1,-2.7194401642181414,1,2.7285852270438591,1,-0.23810028308867015,0,-2.0126192950791300,0.30926235267348628,9.3569304783135812E-002,7.0755510165553545E-003,4.8286775378197401E-003,-4.5685052281241472E-011,-3.7826990650598274E-012,-5.2804310290718045E-014,15.565486316641710,391.82466192171643,404.96282320428435,-0.20000000000000001,0,1288.8143407321522,32.442882481437820,33.530715545395609,0.0000000000000000,0,1.7991109307044867E-002,0.46021168900805326,0.47564291624284832,0.0000000000000000,1,310.05931693691684,304.61609836192071,100608.29702481256,1.1365219278943488,1023.9785616749898,2.5172657888806235E-002,0.17681232271244207,2.3224434817917469E-002,3264.8986966929333,4600.2963711671127,2.0434656162724222E-002,70.971486036335875,1335.3976744741794,298.67722618495981,1.3880638250959665,-0.53600416950653040,0.12120686286938605,1.4928873888792633,1.4354887740900368E-013,-2.9350224819122857E-015,1.4928873888792633,7.9922765467035575,241.11418718603286,338.88581281396711,4.6569446648837944,-9999.0,0.39107791655388213,2.0142719744263027,-24.865372123714664,-6.9305216564864922E-002,1.7746225990491162,0.46502718661657411,0,49.012021642091099,-7.4377633737769902,16.824241002978610,41.894738933894153,63.892120273379923,89.609607144305429,134.25152051052191,0.17199458631004308,1.0106240470430932,214.59747600869713,1.0197706853739661,72.174967469585170,1.1328190805812626,-11.547893223298306,1.1328190805812626,1.6512765295698226,1.1328190805812626,-0.21264715002308582,1.1782292832491923,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,6,1,2,5,7,2,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,18000,18000,18000,18000,100,1.6937212781944937,2.2159530994565904,0.11886957120152160,1.8136096770192220,3.0294531434009474E-002,1870.3493969161079,1.1073039243733069E-005,0.18439788102363514,-1.1547893223298307E-002,1.6512765295698226,-2.1264715002308583E-004,305.83561702304445,100988.16883333333,391.86526777648925,32.445048644595623,25.499099486245029,100.37247300042047,0.45456373235749037,48.245407585442663,0.10589576393362601,-4.1241341792088472E-002,7.3938582438390466E-002,2.0581257764431986,9999.9902343750000,9999.9902343750000,9999.9902343750000
2015-09-05T133000_AIU-0305.ghg,2015-09-05,14:00,248.583,1,18000,18000,0.16774613911790129,2,-2.0794817099580145,2,13.534269486084417,2,3.3430305914685592,1,0.30794331339427161,2,2.6704816180153759E-002,2,-6.4525252630884902,-3.6869838490745632,5.3828000800460055E-003,-8.3889420414050148E-002,4.0393785813065807E-003,-1.3845960823783550E-011,-1.0675785215106015E-012,-1.9815776232042152E-014,15.864926736694848,391.96715149159604,404.18244332138130,0.10000000000000001,0,1223.2488048313339,30.222222740319211,31.164070211753781,0.10000000000000001,0,2.2705238166792780E-002,0.56588121127300950,0.58351637307263382,0.0000000000000000,1,305.16816268157953,298.95119759948443,100600.17027000045,1.1589490376671276,1022.5851227811175,2.4706521372392726E-002,1.9954726707948799E-002,2.2042943840741226E-002,3041.1762982012851,3312.4670110514644,1.9019769743380537E-002,91.810010124023407,271.29071285017937,297.48729676845113,-0.14161040750489734,-2.2575138488467159,6.9954413884433353E-002,2.2630324578471641,4.3401715548668168E-014,-8.7274029395663561E-016,2.2630324578471641,8.5738852838730519,313.58937406982750,266.41062593017250,1.7713980415132422,-9999.0,0.38044694142144314,1.6254142751609189,2328.6016239276232,7.4005788808707059E-004,-0.15364565572571784,-4.6120838955402586E-003,0,39.841601434734734,-6.0461167276030716,13.676332500166524,34.056001668435968,51.937551348953725,72.843154249742810,109.13231882673107,0.16615690203596015,1.0095646768955597,-1.2962548601636503,1.0210266138546393,11.539363818160805,1.1647702572456959,2.8464163991201761,1.1647702572456959,0.26255350776634057,1.1647702572456959,2.1651449729847311E-002,1.2194981628455848,800000009,800000009,800000009,800000019,800000019,800000019,899999999,899999999,89999,89999,89,89,21,8,2,11,23,8,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,18000,18000,18000,18000,100,1.8794746427482161,1.1825343918688707,0.18881951570475097,1.1210312932293991,2.8111913497282140E-003,512.73678811092498,1.8066491077140598E-005,-1.0937714636271758E-003,2.8464163991201762E-003,0.26255350776634057,2.1651449729847309E-005,299.97472356330013,100954.46052777777,391.89876056840677,30.218720579306357,24.305984726958833,100.42211459456549,0.55870772637758270,45.617380981975238,-1.0943009852442750E-002,-0.17229648962074548,4.2764602241100659E-002,1.6308844003843059,9999.9902343750000,9999.9902343750000,9999.9902343750000
