file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--
not_enough_data,2011-11-23,16:30,327.687,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2011-11-23T163000_AIU-0314.ghg,2011-11-23,17:00,327.708,1,18000,18000,4.1467949070225676E-002,0,19.414248453506303,1,-9999.0,-9999.0,2.7169981662375964,2,-9999.0,-9999.0,-0.15370675052108121,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,8.1140069688820785E-011,-9999.0,4.6931123972941559E-013,13.807962565422077,340.32258875565390,340.32258875565390,0.0000000000000000,1,-9999.0,-9999.0,-9999.0,-9999.0,0,7.9864757998949820E-002,1.9684135920682515,1.9684135920682515,0.0000000000000000,0,302.47056383599175,297.17368698120117,100244.18688888889,1.1751854982063705,1005.6603996576820,2.4646835993594761E-002,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.54540072555086849,-0.77576478691788442,-3.4686035118994984E-002,0.94893417953275527,-1.8857932874383062E-014,5.8763245702890220E-015,0.94893417953275527,2.6129704792721800,339.89089945933466,305.10910054066534,-2.0947777837275772,-9999.0,0.18784648219247785,0.19143238102949636,-29.792088313227161,-0.15037549408750103,-9999.0,8.7449985961469814E-002,1,12.658358125698404,6.0000000000000000,10.000000000000000,18.000000000000000,29.000000000000000,49.000000000000000,129.00000000000000,4.0741836045659639E-002,1.0178222950912736,19.094604324811719,1.0167400236871751,-9999.0,1.0000000000000000,1.8432351833538330,1.0599414493362593,-9999.0,1.0000000000000000,-0.14202995248874883,1.0822136304893673,800000009,800000009,800000009,800000109,800000019,800000019,899999999,899999999,89999,89999,89,89,25,3,0,1,15,0,0,0.17501181314787279,0.16402594740077459,4.3827001510345326E-002,0.13884879945382816,6.0155148560548325E-003,-9999.0,4.2800723302090060E-005,1.6156708546862415E-002,1.8432351833538329E-003,-9999.0,-1.4202995248874882E-004
2011-11-23T170000_AIU-0314.ghg,2011-11-23,17:30,327.729,1,18000,18000,4.9016442604204159E-002,0,3.2394624093126763,1,-9999.0,-9999.0,-3.8020129728859007,1,-9999.0,-9999.0,-5.9901556579291499,0,2.8869683300937474,-9999.0,3.4403230491462398,-9999.0,2.7768480031438050,-1.4946406185598334E-011,-9999.0,-6.8764143240426350E-013,14.514630254162666,358.30725702979379,358.30725702979379,0.0000000000000000,1,-9999.0,-9999.0,-9999.0,-9999.0,0,0.66777665579621215,16.484692868993285,16.484692868993285,0.20000000000000001,0,301.27178156958684,297.69179459465875,100259.89769444444,1.1733240471702748,1005.6749980761271,2.4685937619873883E-002,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.40779881700210668,-1.0768615220717335,-6.1649376531301932E-002,1.1531397393610403,7.9235195611494633E-015,-1.0297476355838853E-015,1.1531397393610403,3.1737629895991715,354.25872525999597,290.74127474000403,-3.0646189540440743,-9999.0,0.20439106596618822,0.24098349295430116,-230.02763306423742,-1.9475920959239348E-002,-9999.0,1.3431836948504526E-002,0,35.460753332652978,-5.3813061266920199,12.172529110763623,30.311318600962927,46.226673395752982,64.833566719297224,97.132497168180592,4.8268642233466268E-002,1.0154924674930967,3.1893798142738312,1.0157029259465129,-9999.0,1.0000000000000000,-3.7141553572979937,1.0596941052895750,-9999.0,1.0000000000000000,-5.5393553740928647,1.0813813617997219,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,12,9,1,4,10,2,0,0.25242714137716649,0.16980480448130439,5.9735040050131465E-002,0.17608649880581850,0.21872422457998494,-9999.0,0.23369890245165487,2.7029039708933982E-003,-3.7141553572979935E-003,-9999.0,-5.5393553740928645E-003
2011-11-23T173000_AIU-0314.ghg,2011-11-23,18:00,327.749,1,18000,18000,2.7243806522151887E-002,0,-6.7205320321286495,1,-9999.0,-9999.0,0.96628504567221263,1,-9999.0,-9999.0,1.7623807745673646E-002,2,-0.69029103617529863,-9999.0,1.0964952869061673,-9999.0,-2.7768209835240389,-1.0964126366179764E-010,-9999.0,-5.9559540713568282E-013,14.755801203409964,364.03576613611136,364.03576613611136,-0.10000000000000001,0,-9999.0,-9999.0,-9999.0,-9999.0,0,8.0156750586780526E-002,1.9775221764370587,1.9775221764370587,0.0000000000000000,1,299.90704016960990,297.56798812696667,100280.14880555555,1.1740493154926082,1005.6714951413190,2.4670687895414666E-002,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,3.3660117797886697E-003,-0.68926725937226707,4.7436740782577451E-004,0.68927564145433129,-4.7000002395992929E-014,-7.4303836267772634E-015,0.68927564145433129,2.5532293480501624,14.720200353253400,270.27979964674660,3.9431616203844590E-002,-9999.0,0.15233185260796223,0.19994935884752832,45.908897116294128,9.7584570342682961E-002,-9999.0,-3.7365470162912369E-002,1,8.7840027754198573,4.0000000000000000,8.0000000000000000,16.000000000000000,30.000000000000000,63.000000000000000,255.00000000000000,2.6935719519598021E-002,1.0114378605082261,-6.6197316585649961,1.0152272597686391,-9999.0,1.0000000000000000,1.1533727266272613,1.0825100107882284,-9999.0,1.0000000000000000,1.5765141117580088E-002,1.1178972401344962,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,0,0,0,16,11,4,2,0.10789935151300473,0.26511877197638656,2.6880594205665371E-002,0.15768378877370295,1.0608228145964911E-002,-9999.0,1.4522864078579727E-004,-5.6065784667574036E-003,1.1533727266272613E-003,-9999.0,1.5765141117580087E-005
2011-11-23T180000_AIU-0314.ghg,2011-11-23,18:30,327.770,0,18000,18000,2.4259744471708269E-002,0,-1.6951942387484320,1,-9999.0,-9999.0,2.6998826366062367,1,-9999.0,-9999.0,0.43170231713369367,0,-6.1074932195882926E-002,-9999.0,0.47097070972617278,-9999.0,7.1665595750622146E-002,4.8775158734092324E-012,-9999.0,3.1298511456015107E-014,14.862204027308389,366.49518518553856,366.49518518553856,0.0000000000000000,1,-9999.0,-9999.0,-9999.0,-9999.0,0,9.5369215617787342E-002,2.3517614395965571,2.3517614395965571,0.0000000000000000,0,299.76322584703234,297.55703903706871,100321.77188888889,1.1745798447879912,1005.6711857903836,2.4659544742632124E-002,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.46849792952088393,-0.29352966541536324,5.6236612007058748E-002,0.55570903445440378,-9.9850721131675376E-015,3.2818254038547015E-016,0.55570903445440378,1.7956553137069020,72.931476324506690,212.06852367549331,5.8081576113056430,-9999.0,0.14371491386079704,0.12706482681712569,152.87727719733681,2.9304551219977139E-002,-9999.0,-9.9857129465974904E-003,1,7.3222106422305782,3.0000000000000000,6.0000000000000000,13.000000000000000,23.000000000000000,45.000000000000000,165.00000000000000,2.3932683566198824E-002,1.0136658684599569,-1.6723271458179725,1.0136738155495735,-9999.0,1.0000000000000000,2.5982183625586655,1.0667163320626818,-9999.0,1.0000000000000000,0.39391164312828830,1.0959369306915809,800000009,800000009,800000009,800000009,800000019,810010019,899999999,899999999,89999,89999,89,89,2,2,0,9,11,1,10,0.14767349610513497,9.1316807971905042E-002,1.5139349557211350E-002,4.7726451222945259E-003,5.8544043564878974E-002,-9999.0,9.0545097463522238E-004,-1.4157373446416317E-003,2.5982183625586656E-003,-9999.0,3.9391164312828830E-004
2011-11-23T183000_AIU-0314.ghg,2011-11-23,19:00,327.791,0,18000,18000,1.0676137174561734E-002,0,0.46683201729584584,1,-35.236412639394636,2,10.774156779259844,1,-0.80060205159281772,2,1.1386014489764691,0,-0.30649748356387646,-9999.0,4.7131690465312888,-9999.0,0.26591920827792637,-1.0931708239728991E-011,-1.0312337613198879E-012,-1.0371084057193104E-013,15.870014309074811,391.09135567296215,406.07271127606509,-0.59999999999999998,0,1497.0848278469407,36.893283363032864,38.306537298233167,0.0000000000000000,1,0.15056132928073149,3.7394889151256185,3.8827357867292078,0.0000000000000000,0,299.77615323893230,297.50247309536405,100369.02422222222,1.1589519841628322,1026.3450557721324,2.4643415440988470E-002,-5.1879012943214585E-002,2.6977469060029898E-002,3703.9361267225968,3038.6655008698740,2.3277469152026210E-002,100.00000000000000,0.0000000000000000,300.81876122716210,-0.18235757988405604,0.25864734947011425,4.0854301039348513E-002,0.31909530275843939,-1.9434368367000069E-014,-6.8882787544041521E-016,0.31909530275843939,1.0688607443697429,159.81450632406478,125.18549367593521,7.3558641947705814,-9999.0,9.5978586783228667E-002,4.5369523188554667E-002,-166.45676805583795,-2.6913895135205212E-002,-1.3248568237446605E-002,4.0890973055643732E-003,1,6.2605484849160504,3.0000000000000000,5.0000000000000000,10.000000000000000,17.000000000000000,31.000000000000000,96.000000000000000,1.0486984748445177E-002,1.0180368743403199,-1.5784188269810711,1.0172652985694250,-31.420098112167882,1.0828451909315147,10.219733110118812,1.0828451909315147,-0.71389205442910797,1.0828451909315147,1.0128084800478840,1.1193462783318793,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,2,2,0,3,7,2,0,3.9514206657853823E-002,4.2875686206667547E-002,8.3491535125879614E-003,2.6601926927793582E-003,0.14292528472185714,4227.4354011891828,1.4277997613032022E-002,-1.3269770583528970E-003,1.0219733110118812E-002,-0.71389205442910797,1.0128084800478841E-003
2011-11-23T190000_AIU-0314.ghg,2011-11-23,19:30,327.812,0,18000,18000,2.0582972820664635E-002,0,-0.49925912527866623,0,-30.036265056810141,1,7.1128077220220574,1,-0.68236897328347568,1,1.2625358008325966,1,-0.68885217751113725,-27.203638540117485,3.3365182874885515,-0.61801688276106004,0.37816827950885690,2.8934479060834001E-011,2.3849750964181430E-012,4.0188714792316591E-013,16.588516049301091,408.49023310868512,422.72355618951076,-0.29999999999999999,0,1367.3374793074786,33.670522667643105,34.843729242942835,-0.20000000000000001,0,0.23040716887678156,5.7115157341979845,5.9105262420071867,0.0000000000000000,0,299.68576460350886,297.37986052788631,100403.17205555555,1.1612576783765332,1024.5095942453938,2.4624880965521668E-002,-4.4217509468769220E-002,2.4639421799289025E-002,3381.5340980809933,3016.4262828197943,2.1217876323311416E-002,100.00000000000000,0.0000000000000000,299.26958216906053,0.51427306266667994,0.22977398630046220,7.9298181755314501E-002,0.56882428692407028,2.7283436088651504E-015,1.7442475851872881E-015,0.56882428692407028,2.1203750164486945,260.92520709161266,24.074792908387337,8.0135429572288217,-9999.0,0.13313423617789835,9.3111673048447391E-002,415.28552435441526,1.0787758631761634E-002,1.6621877731281671E-002,-3.1520393610376366E-003,1,9.1472252009607242,4.0000000000000000,8.0000000000000000,15.000000000000000,27.000000000000000,54.000000000000000,187.00000000000000,2.0318135890573442E-002,1.0130345092442297,-2.2483002291993350,1.0140952286569955,-27.013446488243371,1.0713110950544693,6.9214350725161982,1.0713110950544693,-0.61369606740939930,1.0713110950544693,1.1429459500078252,1.1025197583558271,800000009,800000009,800000009,800000009,800000009,800001109,899999999,899999999,89999,89999,89,89,0,10,0,2,3,1,0,0.11046430145142337,5.6150103215066492E-002,1.9608941430404928E-002,2.5167218361937141E-003,8.4447753924769706E-002,6503.7061966046995,3.8673360843246567E-002,-1.8897731591953964E-003,6.9214350725161980E-003,-0.61369606740939930,1.1429459500078253E-003
2011-11-23T193000_AIU-0314.ghg,2011-11-23,20:00,327.833,0,18000,18000,1.0677735184383069E-002,1,-0.78375949901363018,0,-8.4072836786196792,1,5.7048670702853581,0,-0.19098566575229123,1,7.6479610149861408E-004,2,-0.37684386829892674,-36.915087919091910,2.6336586257677976,-0.83858864670659627,2.3920193739603981,-9.6301397949875681E-012,-6.6827467637336570E-013,-4.1263240897002729E-013,17.153365359714606,422.21801864961043,434.96216220748863,-0.29999999999999999,0,1190.3419813743396,29.299430307224974,30.183798404999589,-0.29999999999999999,0,0.73498771783210581,18.179771359352770,18.728505913112457,0.0000000000000000,1,299.67960002729626,297.31276198154023,100423.68330555556,1.1637020010334662,1022.0217539348196,2.4614296366659748E-002,-1.2375871140748470E-002,2.1449962871886139E-002,2943.1459662460638,3004.3163218775667,1.8432522117205908E-002,97.963917607941042,61.170355631502659,296.94162040562099,0.32463603287910120,0.19084016378109789,5.2059750780274562E-002,0.38015620421976237,6.0463988887720993E-015,-5.6141401952554183E-016,0.38015620421976237,1.2914463477504432,254.55048188763766,30.449518112362341,7.8709922073413106,-9999.0,9.5789671161853246E-002,7.0881949604739397E-002,98.471533268385173,4.5495381774849727E-002,9.3223867419483700E-002,-6.8795845741999274E-003,1,7.4287037934617635,3.0000000000000000,7.0000000000000000,13.000000000000000,24.000000000000000,48.000000000000000,180.00000000000000,1.0505516139261664E-002,1.0163932017083654,-1.2603910104950757,1.0160525205368118,-7.4624563311039092,1.0780318104877729,5.4020115361718357,1.0780318104877729,-0.16952231481943711,1.0780318104877729,7.0402154575693564E-003,1.1124588755792280,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,2,5,0,5,4,3,0,8.1601716673854657E-002,4.8497073458373216E-002,1.1665109077250928E-002,1.5501124572029196E-003,8.6004907525928806E-002,1215.8848431416814,0.12715091811819446,-1.0597498796987056E-003,5.4020115361718361E-003,-0.16952231481943711,7.0402154575693565E-006
2011-11-23T200000_AIU-0314.ghg,2011-11-23,20:30,327.854,0,18000,18000,1.1137116419472660E-002,1,-1.1615026593855682,1,6.4079217190186073,2,4.8707787723532938,0,0.14556986847839271,2,-0.19616319444175065,2,0.12288073296171170,-9.0174044728830669,2.1357274734466505,-0.20484994054126746,-2.9197496300824048,1.4861171392363123E-010,9.6816646664136419E-012,1.0107281416528869E-012,17.605457256844218,433.35048500956663,445.94011069221631,-0.10000000000000001,0,1146.9495166931149,28.231651248207474,29.051832450058892,0.0000000000000000,1,0.11973706934908011,2.9605943152275023,3.0466050052260885,0.10000000000000001,0,299.68007706197102,297.33464597744410,100430.02236111111,1.1641649168228172,1021.4009100620913,2.4614554378648658E-002,9.4329274773998460E-003,2.0668030644932958E-002,2836.0659067988622,3008.2612796442672,1.7753524733711400E-002,94.275916988641114,172.19537284540502,296.32709893396668,0.46468803884598564,-4.7888229053087254E-002,5.9799317716119162E-002,0.47096094777350805,-9.7302455273446578E-016,8.4412299979233782E-015,0.47096094777350805,1.5909022517903866,290.88382174642788,354.11617825357217,7.2947075306374858,-9999.0,9.7809069231611742E-002,8.0534313375353300E-002,70.727383565133138,6.3341803049654019E-002,-0.18126043205837661,-9.9868915694371688E-003,1,10.160561115438403,4.0000000000000000,9.0000000000000000,18.000000000000000,33.000000000000000,69.000000000000000,270.00000000000000,1.0973447276643377E-002,1.0149150161023370,-0.77010721937195881,1.0145241464118968,5.9735730390677304,1.0701879827570056,4.5464179292182640,1.0701879827570056,0.13570269422335260,1.0701879827570056,-0.17743846999109089,1.1010699284736445,800000009,800000009,800000009,800000009,800000009,800000019,899999999,899999999,89999,89999,89,89,1,3,0,12,9,3,1,0.10738393352019349,4.0308178112161495E-002,1.3376515118351633E-002,2.1543229203662985E-003,2.8592325571400005E-002,158.56647693647773,3.5259930353744272E-003,-6.4765011495578853E-004,4.5464179292182636E-003,0.13570269422335260,-1.7743846999109089E-004
